id	created_at	updated_at	name	location	address	category	phone
29	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Hozvi Clinic	0101000020E61000004A01004089893F40938C9C853D0D34C0	Nyika Growth Point, Bikita, Masvingo Province, ZW	Clinic	UNKNOWN
30	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Marozva Clinic	0101000020E610000008CCFF3F60853F40B9AAECBB220034C0	Nyika Growth Point, Bikita, Masvingo Province, ZW	Clinic	UNKNOWN
31	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Mashoko Hospital	0101000020E61000002E11000026C03F402844C021548134C0	Matsai Twp, Bikita, Masvingo Province, ZW	Hospital	UNKNOWN
32	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Mkanga Rural Hospital	0101000020E61000006AD7FF9F9CB83F40F25EB532E16F34C0	Matsai Twp, Bikita, Masvingo Province, ZW	Rural Hospital	UNKNOWN
33	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Murwira Clinic	0101000020E6100000760F00002FA73F4062BEBC00FBF033C0	Muvuti, Gutu, Masvingo Province, ZW	Clinic	UNKNOWN
34	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Ngorima Clinic	0101000020E6100000760F00002FAF3F40FDC1C073EF4934C0	Bikita, Masvingo Province, ZW	Clinic	UNKNOWN
35	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Nyika Rural Health Centre	0101000020E6100000FDF9FF7FBF963F40C45A7C0A800134C0	Nyika Growth Point, Bikita, Masvingo Province, ZW	Rural Health Centre	UNKNOWN
36	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Odzi Clinic	0101000020E6100000B61E002087DB3F400820B589936B34C0	Matsai Twp, Bikita, Masvingo Province, ZW	Clinic	UNKNOWN
37	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Pfupajena Clinic	0101000020E6100000ADCCFFDF249E3F40F1BA7EC16E3034C0	Bikita, Masvingo Province, ZW	Clinic	UNKNOWN
38	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Silveira Mission Hospital	0101000020E6100000032600E0D0AF3F40E76F4221020634C0	Bikita, Masvingo Province, ZW	Mission Hospital	UNKNOWN
39	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Mukore Rural Health Centre	0101000020E61000000F62670A9DD73F4023F3C81F0C2434C0	Village 14 Devure Resettlement Area, Bikita, Masvingo Province, ZW	Rural Health Centre	UNKNOWN
40	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Mutikizizi Rural Health Centre	0101000020E61000004BB0389CF9B53F40BDC62E51BD3534C0	Bikita, Masvingo Province, ZW	Rural Health Centre	UNKNOWN
41	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Gangare Rural Health Centre	0101000020E6100000707CED9925D13F405F07CE1951EA33C0	Gutu, Masvingo Province, ZW	Rural Health Centre	UNKNOWN
42	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Masarasa Clinic	0101000020E610000087E123624A6C3F4093A9825149F533C0	Glencova, Masvingo, Masvingo Province, ZW	Clinic	UNKNOWN
43	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Mungezi Rural Health Centre	0101000020E61000002F8672A25D853F4052D50451F7E933C0	Glencova, Masvingo, Masvingo Province, ZW	Rural Health Centre	UNKNOWN
44	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Negovano Rural Health Centre	0101000020E6100000A73FFB9122BA3F40D39FFD48112134C0	Bikita, Masvingo Province, ZW	Rural Health Centre	UNKNOWN
45	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Gava Rural Health Centre	0101000020E610000001309E4143CF3F4044DD0720B58934C0	Matsai Twp, Chiredzi, Masvingo Province, ZW	Rural Health Centre	UNKNOWN
46	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Bindura Provincial Hospital	0101000020E610000057D6FF3F2A543F406E3480B7404A31C0	Bindura, Mashonaland Central Province, ZW	Provincial Hospital	UNKNOWN
47	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Bindura Polyclinic Clinic	0101000020E6100000630E00A0FC543F40658D7A88464F31C0	Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
48	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chipadze Clinic	0101000020E6100000D6170020EB5A3F401ADD41EC4C5131C0	Shamva-Bindura Rd, Bindura, ZW	Clinic	UNKNOWN
49	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chiriseri Clinic	0101000020E610000078CFFF3F4E293F406A300DC3477431C0	Chigiji Road, ZW	Clinic	UNKNOWN
50	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chiveso Clinic	0101000020E6100000681700607D593F40919BE1067C7631C0	Chikupo, Goromonzi, Mashonaland Central Province, ZW	Clinic	UNKNOWN
51	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chiwaridzo Clinic	0101000020E61000002A2B00E0F55B3F40FC1D8A027D5231C0	Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
52	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Farm H.Centre Clinic	0101000020E610000026E2FF5F145B3F40C45F9335EA5131C0	Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
53	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Foothills Clinic	0101000020E6100000710600402E473F40D8817346943631C0	Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
54	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Freda Rebecca Mine Clinic	0101000020E6100000630E00A0FC543F40658D7A88464F31C0	Bindura, Mashonaland Central Province, ZW	Mine Clinic	UNKNOWN
55	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Manhenga Clinic	0101000020E6100000D10E0060EA4F3F40AF946588636531C0	Manhenga, Mashonaland Central Province, ZW	Clinic	UNKNOWN
56	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	ZRP Bindura Clinic	0101000020E610000064EEFF3F2C543F40F92CCF83BB4B31C0	Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
57	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Muonwe Clinic	0101000020E6100000B8E1FF9FE6403F4076E09C11A58531C0	Chinamhora, Goromonzi, Mashonaland East Province, ZW	Clinic	UNKNOWN
58	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Nyava Clinic	0101000020E6100000551600004B5C3F40718FA50F5D9031C0	Melfort, Goromonzi, Mashonaland Central Province, ZW	Clinic	UNKNOWN
59	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Rusununguko Clinic	0101000020E6100000F52D0040DF473F409DF4BEF1B50F31C0	Mtepatepa, Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
60	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Rutope Clinic	0101000020E6100000BA2700E0C7903F401F80D4264E8E31C0	Mhembere, Goromonzi, Mashonaland East Province, ZW	Clinic	UNKNOWN
61	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Trojan Mine Clinic	0101000020E6100000D2310000FB483F40A2D11DC4CE5431C0	Bindura, Mashonaland Central Province, ZW	Mine Clinic	UNKNOWN
62	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	ZRP Clinic Private Clinic	0101000020E6100000234A7B832F543F4088F4DBD7814B31C0	Bindura, Mashonaland Central Province, ZW	Clinic Private Clinic	UNKNOWN
63	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Mupandira Rural Health Centre	0101000020E610000082A8FB00A44E3F40732D5A80B67531C0	Madziwa Road, ZW	Rural Health Centre	UNKNOWN
64	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Ponai Medical Centre Private Hospital	0101000020E610000076374F75C8553F402CD49AE61D4F31C0	Bindura, Mashonaland Central Province, ZW	Private Hospital	UNKNOWN
65	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	PSMI Shashi Private Hospital	0101000020E610000098A3C7EF6D523F40BDFBE3BD6A4D31C0	Bindura, Mashonaland Central Province, ZW	Private Hospital	UNKNOWN
66	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Premier Medical Centre Clinic	0101000020E6100000857CD0B359553F40D8F50B76C34E31C0	Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
67	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	ZNFPC Family Planning	0101000020E61000003D61890794553F40650113B8754F31C0	Bindura, Mashonaland Central Province, ZW	Family Planning	UNKNOWN
68	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Bindura University Clinic	0101000020E6100000139B8F6B43553F40C16ED8B6285331C0	Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
69	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Zimbabwe Prison Services Clinic	0101000020E6100000166A4DF38E533F40D027F224E94A31C0	Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
70	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Manga	0101000020E6100000B6F3FDD478413F40DD24068195E330C0	Mtepatepa, Bindura, Mashonaland Central Province, ZW	""	UNKNOWN
71	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Katanya Rural Health Centre	0101000020E61000001ADD41EC4C613F40E6AE25E483DE30C0	Mtepatepa, Bindura, Mashonaland Central Province, ZW	Rural Health Centre	UNKNOWN
72	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Takunda  Rural Health Centre	0101000020E610000082734694F6263F40ECC039234A3B31C0	Bindura, Mashonaland Central Province, ZW	Rural Health Centre	UNKNOWN
73	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Busce  Clinic	0101000020E61000006891ED7C3F553F406C787AA52C5331C0	Bindura, Mashonaland Central Province, ZW	Clinic	UNKNOWN
74	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Glamorgan Clinic	0101000020E6100000EA95B20C716C3F40C6DCB5847C7031C0	Pagariya Nelge Plaza, Pagariya Nelge Plaza pune nashik highway, NH50 Hereford Road, ZW	Clinic	UNKNOWN
75	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Binga District Hospital	0101000020E6100000840700A0A0533B4016C1FF56B2A331C0	Binga, Matabeleland North Province, ZW	District Hospital	UNKNOWN
76	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chinego Clinic	0101000020E61000009FD4FF3F33133C408BE07F2BD93131C0	Chief Simupas Village, Binga, Matabeleland North Province, ZW	Clinic	UNKNOWN
77	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chinego Clinic	0101000020E61000009FD4FF3F33133C408BE07F2BD93131C0	Chief Simupas Village, Binga, Matabeleland North Province, ZW	Clinic	UNKNOWN
78	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Kariangwe Clinic	0101000020E6100000B0F2FFBFF5883B40F146E6913FF831C0	Kariyangwe Mission, Binga, Matabeleland North Province, ZW	Clinic	UNKNOWN
79	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Lubimbi Clinic	0101000020E61000001AEDFFFF22313B40A583F57F0EF331C0	Mibizi, Binga, Matabeleland North Province, ZW	Clinic	UNKNOWN
80	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Lusulu Rural Health Centre	0101000020E6100000CF2B0080BADC3B40EF552B137E1132C0	Lusulu, Binga, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
81	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Muchesu Clinic	0101000020E61000006CFDFF7F6DB03B408ACDC7B5A1F231C0	Binga, Matabeleland North Province, ZW	Clinic	UNKNOWN
82	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Pashu Rural Health Centre	0101000020E6100000DDE0FF1F8B663B40139B8F6B433532C0	Pashu, Binga, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
83	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Siabuwa Clinic	0101000020E6100000620B00603C0B3C40D3C1FA3F877931C0	Siabuwa, Binga, Matabeleland North Province, ZW	Clinic	UNKNOWN
84	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Siansundu Rural Health Centre	0101000020E6100000DC0000801B383B40F92CCF83BBFB31C0	Mlibizi, Binga, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
85	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Sikomena Council Clinic(construction)	0101000020E61000001CCEFC6A0EA83B402CBCCB457C2F32C0	Binga, Matabeleland North Province, ZW	Council Clinic(construction)	UNKNOWN
86	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Tinde Rural Health Centre	0101000020E6100000E6E8F17B9B2E3B407B14AE47E14232C0	Tinde, Hwange, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
87	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Sinakoma Council Clinic	0101000020E6100000FB743C66A09A3B40B7973446EBB031C0	Impampa, Binga, Matabeleland North Province, ZW	Council Clinic	UNKNOWN
88	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Siabuwa Turn Council Clinic	0101000020E61000003B014D840D6F3B407D7901F6D1B131C0	Manjolo, Binga, Matabeleland North Province, ZW	Council Clinic	UNKNOWN
89	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Simatelele Clinic	0101000020E6100000FDA4DAA7E3413B408B1A4CC3F0C931C0	James, Binga, Matabeleland North Province, ZW	Clinic	UNKNOWN
90	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chibila Council (construction)	0101000020E610000039EE940ED6B73B40B2463D44A32B32C0	Binga, Matabeleland North Province, ZW	Council (construction)	UNKNOWN
91	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Siabuzuba Clinic	0101000020E610000002BC0512146F3B40C442AD69DEB131C0	Manjolo, Binga, Matabeleland North Province, ZW	Clinic	UNKNOWN
92	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Sinasengwe Rural Health Centre	0101000020E61000003411363CBDD23B40C4B12E6EA39131C0	Chief Sinasenkwe, Binga, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
93	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Inyathi District Hospital	0101000020E610000055D3FFFF29DB3C408FC2F5285CAF33C0	Inyati, Bubi, Matabeleland North Province, ZW	District Hospital	UNKNOWN
94	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Isabella Mine Mine Clinic	0101000020E6100000C2F3FF1FA88C3C40CBDB114E0B7633C0	Eastnor, Bubi, Matabeleland North Province, ZW	Mine Clinic	UNKNOWN
95	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Lukala Rural Health Centre	0101000020E61000003DE9FF3F87693C40CFBD874B8E4333C0	Ngiki, Bubi, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
96	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Mbembeswana Rural Health Centre	0101000020E61000002B0B0080E5663C40A25D85949F5433C0	Ngiki, Bubi, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
97	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	PEHO	0101000020E61000009A2E00E0A3C03C404BE5ED08A7CD33C0	Queens Mine, Bubi, Matabeleland North Province, ZW	""	UNKNOWN
98	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Sicanda Rural Health Centre	0101000020E610000062EBFFFFAB793C40040473F4F85533C0	Ngiki, Bubi, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
99	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Turk Mine Mine Clinic	0101000020E6100000620B00603CCB3C40F415A4198BB633C0	Turk Mine, Bubi, Matabeleland North Province, ZW	Mine Clinic	UNKNOWN
100	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Mdutshane Clinic	0101000020E6100000B64AB0389CA13C401BD82AC1E27833C0	Eastnor, Bubi, Matabeleland North Province, ZW	Clinic	UNKNOWN
101	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Balanda Rural Health Centre	0101000020E6100000C05B2041F1833C404F401361C37333C0	Eastnor, Bubi, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
102	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Majiji Clinic	0101000020E6100000B84082E2C7583C40AA8251499D6033C0	Dabula, Bubi, Matabeleland North Province, ZW	Clinic	UNKNOWN
103	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Raafs Rural Health Centre	0101000020E6100000A167B3EA73A53C403480B74082E233C0	Queens Mine, Bubi, Matabeleland North Province, ZW	Rural Health Centre	UNKNOWN
104	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Bangure Clinic	0101000020E6100000A2DAFFBFF3C53F40F06DFAB31F8933C0	Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
105	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Betera Rural Health Centre	0101000020E610000042F2FFFF2700404072DC291DAC5F33C0	Buhera, Manicaland Province, ZW	Rural Health Centre	UNKNOWN
106	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Birchenough Rural Hospital	0101000020E6100000ABE9FFFF542B4040FFEC478AC8F833C0	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Rural Hospital	UNKNOWN
107	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Buhera Rural Hospital	0101000020E6100000C8DCFF7F986F3F403B53E8BCC65633C0	Buhera, Manicaland Province, ZW	Rural Hospital	UNKNOWN
108	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chabata Clinic	0101000020E6100000180A002033144040C5AC174339C933C0	Baruru, Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
109	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chapanduka Clinic	0101000020E61000007FFEFFDF9F15404090DAC4C9FDAE33C0	Baruru, Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
110	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chapwanya Clinic	0101000020E6100000C81F0080395A3F40A4E4D539062C33C0	Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
111	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chimbudzi Clinic	0101000020E610000089100060E1CD3F40FE9AAC510F7933C0	Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
112	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chirozva Clinic	0101000020E6100000F8F0FFBF1E004040DB6D179AEB7433C0	Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
113	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chiwenga Clinic	0101000020E6100000D9DAFF9F4AFD3F4085B18520073D33C0	Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
114	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Chiweshe Clinic	0101000020E61000009ACBFF7F72E23F4070253B36023933C0	Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
115	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Dorowa Clinic	0101000020E6100000D00B0020AAC43F4084D89942E70D33C0	Dorowa, Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
116	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Garamwera Clinic	0101000020E61000002A2B00E0F5663F40CD069964E43433C0	Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
117	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Gombe Clinic	0101000020E6100000500D00408A883F40CD069964E43C33C0	Murambinda, Buhera, Manicaland Province, ZW	Clinic	UNKNOWN
118	2024-02-22 19:21:11.257236-05	2024-02-22 19:21:11.257236-05	Gunura Clinic	0101000020E610000061E8FFBF4B2740400EF3E505D8DF33C0	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Clinic	UNKNOWN
