id	code	note	pure
06eeae24-2fba-497d-9438-67a2e7c83767	A74	sexually transmitted chlamydial diseases	t
537a460a-7b7c-4e97-8700-7b2b8b0d888c	A74	chlamydial pneumonia	f
a5b926fa-66a4-4bb1-9b02-225dcb76f235	A75	rickettsiosis due to Ehrlichia sennetsu	t
9ef06303-4de6-4cd0-ae5f-0bb5faa8ac7c	A77.4	anaplasmosis [A. phagocytophilum]	t
0382fd51-6e2f-495e-9ca3-8f7dd16134a3	A77.4	rickettsiosis due to Ehrlichia sennetsu	t
6e5baf05-8c3f-46ca-b162-92d832c7f578	A80	acute flaccid myelitis	t
bc3daebe-4d95-484a-b618-ff8c85e4e13b	A83	Venezuelan equine encephalitis	f
c6cb7d51-0cb3-4b0a-8057-e1da7c0bdeff	A83	West Nile fever	f
d150e924-798f-40f5-b07f-011f68fd932a	A83	West Nile virus	f
fd676440-97d3-4b26-ac4f-ec1231067a4a	A85	encephalitis due to cytomegalovirus	t
d8f27f17-8d1c-4c8d-8499-6eaccc949671	A85	encephalitis due to herpesvirus not elsewhere classified	t
31f2a27a-46fd-43f3-8153-7ea43eb23b28	A85	encephalitis due to herpesvirus [herpes simplex]	t
9fab3c34-3637-4f9b-9594-3b477cd2d345	A85	encephalitis due to measles virus	t
adeb7515-cfd8-4746-9346-d6ed2a5fa7c1	A85	encephalitis due to mumps virus	t
00c84a0f-5c2c-4a33-a215-fadc420466fb	A85	encephalitis due to poliomyelitis virus	t
2e8e4e4b-d637-42b4-a4a1-4a40e3b67576	A85	encephalitis due to zoster	t
eb9f64c2-a9cc-4be1-8127-d376ebb59d8b	A85	lymphocytic choriomeningitis	t
64f85a1e-b0b9-4171-8803-7a291ff84565	A85	myalgic encephalomyelitis	t
fde4cce5-3c34-44ac-8145-5c45245d44bc	A85.2	West nile virus with encephalitis	t
0341c4a6-4163-4438-938d-f95df6f9ce03	A87	meningitis due to herpesvirus [herpes simplex]	t
9a8594a9-0de0-4bf9-b5ad-9fd5e7f039d4	A87	meningitis due to herpesvirus [herpes simplex]	t
fb2bb502-8535-4895-8609-95355db6d464	A87	meningitis due to measles virus	t
2f02784a-76d3-4bb6-a700-f7d6fdd85749	A87	meningitis due to mumps virus	t
886276fc-d57e-464c-8ecf-933a066379b8	A87	meningitis due to poliomyelitis virus	t
9ea53621-e17d-46c2-984b-2d05e400baea	A87	meningitis due to zoster	t
50429b09-eb10-4c53-84ac-869534345087	A88	viral encephalitis not otherwise specified	t
52708c13-5f5d-43aa-ab04-2aeca12a2f98	A88	viral meningitis not otherwise specified	t
8f9d3250-a9f6-4ce6-8920-8211083ca610	A90	dengue hemorrhagic fever	t
65a1dfe8-bf1b-4f40-a6fe-4b438a36256a	A92	Ross River disease	t
d27bfd6e-bd59-4939-94ea-f6eb2b91c3ed	A92.5	congenital Zika virus disease	t
980b3ad4-f80f-45bb-865d-8f0f77243be9	A98	chikungunya hemorrhagic fever	t
0a0d3eed-59c5-4eae-a996-184a2355fee8	A98	dengue hemorrhagic fever	t
b87ba632-5b10-42c9-a8d8-6282aacda420	A98.5	hantavirus (cardio)-pulmonary syndrome	t
8261bafe-10c5-4c83-896b-e64a43b4ecf9	B00	congenital herpesviral infections	t
584b9793-24d7-44d5-8eb5-8f40936947ed	B00	anogenital herpesviral infection	f
2d226b96-cee8-4921-9927-601e96da2a08	B00	gammaherpesviral mononucleosis	f
44d2c98e-f999-4c2f-b859-694405441c69	B00	herpangina	f
8c9c5220-0ac8-4d19-80ab-417b761b9a6d	B00.4	herpesviral encephalitis due to herpesvirus 6 and 7	t
60b5dadc-43d6-4d8c-8c6b-6a610c78fa31	B00.4	non-simplex herpesviral encephalitis	t
f92e40e2-770d-4d11-acf1-88720b18f488	B05	subacute sclerosing panencephalitis	t
44ddf92b-7e93-4a67-999f-e309c143f9a0	B06	congenital rubella	t
4aef125b-0288-4dc6-8642-321196e23346	B07	anogenital (venereal) warts	f
9ccb9369-c927-4b95-8785-547ac4ea5529	B07	papilloma of bladder	f
c0f6a006-fb98-4807-a2ac-5ec61c7aec98	B07	papilloma of cervix	f
7f0324be-9266-4f05-9233-9b5a5095200b	B07	papilloma larynx	f
c31354dd-9aba-4ab3-bb7c-4de210681e3c	B08	vesicular stomatitis virus disease	t
47e96e4e-d59d-40ca-a845-56251d273a20	B08.0	monkeypox	f
c51c87a6-91f4-4137-92d3-c24a8349680f	B08.011	vaccinia (from vaccination) (generalized)	t
926342d0-8ae2-4afd-bc93-ec629b047faf	B10	cytomegalovirus	f
63f4f7fc-3bfa-4963-8364-36eddb885180	B10	Epstein-Barr virus	f
4fd590aa-9519-44ff-a454-566141de57dc	B10	herpes not otherwise specified	f
f80dbae0-2cde-4f5d-9d47-892d2aafc719	B10	herpes simplex	f
a4089a16-4b32-4f67-89bf-8a922b9441a9	B10	herpes zoster	f
b6e06472-89c4-40b6-a04f-c3071c1d8bb7	B10	human herpesvirus not otherwise specified	f
ce1141cd-71a8-4319-b2ba-cf99baa591d2	B10	human herpesvirus 1 and 2	f
9628ce62-7bb7-4300-b087-b14ae49f2caa	B10	human herpesvirus 3	f
72608d8d-27eb-49b0-bd5a-c36189658860	B10	human herpesvirus 4	f
1306e3c3-9ba5-4f1a-aadf-fdca90bae1a6	B10	human herpesvirus 5	f
214a45ac-10ea-4705-8570-9ca64231199f	B10	varicella	f
8145b0e5-51c1-4a07-b2c8-eef75ed19eee	B10	zoster	f
40318256-b02d-4343-8428-c2188064c2ce	B10.0	herpes encephalitis not otherwise specified	f
eed9b6a7-8c04-4726-85ee-c412c1a060c9	B10.0	herpes simplex encephalitis	f
4803ac1b-a4a8-4de7-a0ab-a18d6d528e98	B10.0	human herpesvirus encephalitis	f
642a0d07-a30d-4284-8aef-80988c7833b6	B10.0	simian B herpes virus encephalitis	f
bbc4b047-9d16-48d1-bc90-3ed72dc5bbca	B20	asymptomatic human immunodeficiency virus [HIV] infection status	t
2734bb91-a0a7-4934-8ce6-6d1f8cb477cf	B20	exposure to HIV virus	t
3002c2f3-54ec-49ac-a571-9a7a7e7de55c	B20	inconclusive serologic evidence of HIV	t
641f19c5-8d60-4c73-9cda-07f2c0ccf1e3	B25	congenital cytomegalovirus infection	t
60ad9244-34bf-425a-98bd-9dc2658eb698	B25	cytomegaloviral mononucleosis	t
9143eb3d-38a1-4267-96e2-852c8e978cf7	B30	herpesviral [herpes simplex] ocular disease	t
39cd0669-467c-4f80-84da-223fc0cca6fc	B30	ocular zoster	t
ca5e43ec-bc3e-46fe-ae20-c82fe8a8bad7	B33.4	hantavirus disease with renal manifestations	t
59ad5690-a027-4eb5-8dec-a9b2ee19141c	B33.4	hemorrhagic fever with renal manifestations	t
769281c1-7267-4e4d-8f94-da034abb6e32	B33.8	anogenital human papillomavirus infection	t
5ee39ae2-4d26-4b01-8f27-57d287520f8f	B33.8	viral warts due to human papillomavirus infection	t
4ffdc0f3-03be-44cf-a09c-f5c64a518b39	B34	anogenital human papillomavirus infection	t
b5da80ea-2509-4e63-a874-7dfc6f2e2a18	B34	cytomegaloviral disease not otherwise specified	t
06ddbc80-f163-48a9-a4b8-59eff9415b20	B34	herpesvirus [herpes simplex] infection not otherwise specified	t
12eb9e7f-16c5-41ab-b945-e9f79a6ba9fc	B34	retrovirus infection not otherwise specified	t
09521af4-dae3-4e1c-bc6d-627d979bd7f0	B34	viral agents as the cause of diseases classified elsewhere	t
05f7841c-1729-4f86-b2f1-afac2c564938	B34	viral warts due to human papillomavirus infection	t
eaf6c03c-44ea-4377-a9c8-4b6193590df7	B34.2	COVID-19	t
29a52b7a-e336-4a44-a408-20645d32a91a	B34.2	pneumonia due to SARS-associated coronavirus	t
7b02d4b9-51f0-40bf-90f6-373d25ec03e4	B37	neonatal candidiasis	t
f24d2c89-ea0e-47fa-8c3a-879ed6c520a8	B37.2	diaper dermatitis	f
00f531a6-aabf-43a7-b361-fe692682bfc5	B40	Brazilian blastomycosis	t
4422eff6-be03-42c0-8f1e-16fd898503a5	B40	keloidal blastomycosis	t
d227acbf-7200-4894-8a63-4e9cb80ca020	B48.2	eumycetoma	t
e19ceb11-f037-405b-8105-3669a8e2e58c	B51	plasmodium vivax with Plasmodium falciparum	t
9ae9fb58-c61d-4cd6-811c-f649562a40d9	B52	Plasmodium falciparum	t
6163d9bd-c7a3-4360-9588-3fe8d1831692	B52	Plasmodium vivax	t
5595b979-3ba8-4a2f-96ff-e4142e25a3fc	B53.0	Plasmodium ovale with Plasmodium falciparum	t
2e003654-ccf2-4339-8661-7a54a5a3ea10	B53.0	Plasmodium ovale with Plasmodium malariae	t
0342efe3-1ef4-4a2f-82d5-7d07375d6a02	B53.0	Plasmodium ovale with Plasmodium vivax	t
89213639-7a00-4969-aeac-c4960f252179	B53.1	Malaria due to simian plasmodia with Plasmodium falciparum	t
9afd1ded-0d7d-4a37-92db-b9ee35ff9a01	B53.1	Malaria due to simian plasmodia with Plasmodium malariae	t
1a9fcf5e-a029-4587-aee0-55cb98abde98	B53.1	Malaria due to simian plasmodia with Plasmodium ovale	t
6c649046-fdba-4c27-9045-e64620b57410	B53.1	Malaria due to simian plasmodia with Plasmodium vivax	t
d09e95d3-a832-4e59-85df-09a811e6b270	B58	congenital toxoplasmosis	t
e0f76264-aceb-468f-ab34-813f7842fc5e	B60	cryptosporidiosis	t
c2819384-6a83-4a42-ac5c-c6e09a22227d	B60	intestinal microsporidiosis	t
476a7adb-18e9-4911-b6ce-b8758b472e4e	B60	isosporiasis	t
7da1a6c4-2ca6-4396-a6c6-c56df5628a00	B68	cysticercosis	t
e4711997-e031-4611-9481-a9d8e256e597	B70.0	larval diphyllobothriasis	f
2c5ab49f-f6d3-4bee-ac40-08591d7d23ab	B74	onchocerciasis	f
26adc633-8ba2-4e77-8784-d90006ff7d13	B74	tropical (pulmonary) eosinophilia not otherwise specified	f
d9d4936e-54e0-460e-b41b-f3721ab5ad25	B78	trichostrongyliasis	t
067caf61-cd2f-4e20-bb76-de68783f55a9	B81	angiostrongyliasis due to Angiostrongylus cantonensis	t
d38fe606-d8e0-440a-833e-ea43f15255d1	B81	angiostrongyliasis due to Parastrongylus cantonensis	t
2f6f46a2-5f98-4c41-889b-54e4b5497393	B81.1	hepatic capillariasis	f
62eefb96-5641-432c-abde-c30710fc212c	B83	capillariasis not otherwise specified	t
fefeca7d-5b40-430e-9804-faf3b5100939	B83	intestinal capillariasis	f
b6ecaf30-fde0-42b0-aaf5-f482d12cdbc2	B83.2	intestinal angiostrongyliasis	f
028b2557-001a-4d33-b9f5-b0167ed7bf01	B83.4	external hirudiniasis	f
8b3199aa-2df5-4b9e-9788-1270d68ef49d	B83.9	intestinal helminthiasis not otherwise specified	t
16e02550-c359-404f-a673-a9c01678297a	B88.0	scabies	f
5d8d9fee-4c24-4c31-be81-8b1636b721fd	B88.3	internal hirudiniasis	f
bb88353f-c84c-426b-bb00-132d7ee8e9f4	B90.8	sequelae of respiratory tuberculosis	f
57116c54-a057-4a95-b376-ee32077090ea	B91	postpolio syndrome	t
720b8f9e-4d71-4b54-a6a5-2d9fb0e2fce9	B94.9	post COVID-19 condition	f
c316f96c-20a6-4680-8149-79da5b163d3b	B97.21	pneumonia due to SARS-associated coronavirus	t
dfde1771-2754-42f6-b7c0-9cec05abd721	B97.3	Human immunodeficiency virus [HIV] disease	t
016b1cef-181b-4129-ac6c-91e355219222	B97.4	acute bronchiolitis due to respiratory syncytial virus (RSV)	t
55f78610-0211-47cd-a950-ae194a402401	B97.4	acute bronchitis due to respiratory syncytial virus (RSV)	t
b8e777fd-d133-4b56-9ab3-c562fc29c161	B97.4	respiratory syncytial virus (RSV) pneumonia	t
9166d36b-40f7-4e1c-b484-dda98c81acb7	C00	malignant melanoma of lip	t
deaedf19-2147-4223-ba78-b50721fefca1	C00	Merkel cell carcinoma of lip	t
84a5022e-2017-4789-8f66-24361401047a	C00	other and unspecified malignant neoplasm of skin of lip	t
72f484ff-16dd-4aee-a228-8d188c08ea1b	C02.0	malignant neoplasm of dorsal surface of base of tongue	f
aeebfead-0946-426f-8986-2e02ce5a67f5	C02.4	malignant neoplasm of tonsil not otherwise specified	f
558524da-a82a-4698-9545-ad2162e1197c	C03	malignant odontogenic neoplasms	f
00288119-0335-4d01-9f89-f2b570d5a9f7	C05	Kaposi's sarcoma of palate	t
b074f46a-d0d7-431c-a406-e3251fe2af88	C05.1	malignant neoplasm of nasopharyngeal surface of soft palate	f
da4cbb0a-e3ce-463c-8620-7a0430880eac	C08	malignant neoplasms of minor salivary glands not otherwise specified	f
2fbedd0a-7bbe-444c-81f4-bb5953f09427	C08	malignant neoplasm of parotid gland	f
b3c260f2-76ab-4da6-9de9-8fbbb80d4a8b	C09	malignant neoplasm of lingual tonsil	f
18ccdc03-458a-4bc1-85b7-baa0e871560e	C09	malignant neoplasm of pharyngeal tonsil	f
3211c864-1965-4c72-ac6a-6c7ee420ec58	C10	malignant neoplasm of tonsil	f
cc2007af-1b3e-4847-a5e4-37d7e21e0b80	C10.1	malignant neoplasm of epiglottis (suprahyoid portion) not otherwise specified	f
39e193a8-5037-4e2c-a1e2-2bbeea0ca0ab	C13	malignant neoplasm of pyriform sinus	f
b40feb4f-6bae-478f-9763-9fe710888302	C13.1	malignant neoplasm of aryepiglottic fold or interarytenoid fold, laryngeal aspect	f
6a797163-1240-4415-a685-e3fc17f6352b	C14	malignant neoplasm of oral cavity not otherwise specified	t
56ad8ef9-eded-4ed5-adee-685f8517fc4c	C14.8	'book leaf' neoplasm [ventral surface of tongue and floor of mouth]	t
52560569-163f-4f9b-93ae-df0dfdd78d61	C15.5	malignant neoplasm of cardio-esophageal junction	t
e0a053e2-9ef0-46e9-93fe-e78f3bc5c0a0	C16	malignant carcinoid tumor of the stomach	f
ce7854f7-9498-4ef7-86db-636e5f477445	C17	malignant carcinoid tumors of the small intestine	t
7b0a4e9c-9c40-4ca2-a462-9d2536c69325	C17.2	malignant neoplasm of ileocecal valve	t
3345bc6a-a884-4e94-b1a6-9e376ec864fc	C17.3	Meckel's diverticulum, congenital	t
8fc90db2-7237-47ee-9094-6b3388198583	C18	malignant carcinoid tumors of the colon	t
c86ba1b0-a375-46f3-8dd5-a79aff0e43fc	C18.7	malignant neoplasm of rectosigmoid junction	t
30c18f30-b645-45de-b997-953e5579d79b	C19	malignant carcinoid tumors of the colon	t
918f5836-6dab-4d20-9d12-d9f4ea9d496a	C20	malignant carcinoid tumor of the rectum	t
ac58e99e-eae9-4872-81a9-1db3897c5637	C21	malignant carcinoid tumors of the colon	f
4333e9a6-01a6-4260-bea7-af173dd6ddfb	C21	malignant melanoma of anal margin	f
d6c9527f-01d7-426c-95f6-a645c1d4c91c	C21	malignant melanoma of anal skin	f
db40e6bd-a79f-44ee-8084-7db8781aa4ba	C21	malignant melanoma of perianal skin	f
664a9504-b911-4dbd-b122-ea192374e2ba	C21	other and unspecified malignant neoplasm of anal margin	f
2ba20450-3995-4938-a6bc-d93b2da684bf	C21	other and unspecified malignant neoplasm of anal skin	f
d636a80c-2a6b-4bd6-8262-7308b44cd034	C21	other and unspecified malignant neoplasm of perianal skin	f
b751ee30-e8dc-4ce3-999e-a6814db18fe5	C22	malignant neoplasm of biliary tract not otherwise specified	t
93bafab7-6c40-4ade-a100-3c7fac56b407	C22	secondary malignant neoplasm of liver and intrahepatic bile duct	t
1600461c-9fc9-4b0c-b4cc-69f83ac90107	C22.1	malignant neoplasm of hepatic duct	t
a4e3e58f-5140-4ba7-9ece-89b05c4483bc	C24	malignant neoplasm of intrahepatic bile duct	t
ce032b48-8125-4c7f-808c-35f9c5a5f7f1	C26	malignant neoplasm of peritoneum and retroperitoneum	t
ab5cd78a-cc6a-48e3-91b9-154fcc066d54	C26.1	Hodgkin lymphoma	t
9a5d5345-f99c-44ae-b0b5-43ba0ab3aa39	C26.1	non-Hodgkin lymphoma	t
6e9a485a-3e72-48c9-94f1-d16fd96fad48	C26.9	malignant neoplasm of abdominal not otherwise specified	t
427fe67d-6d5d-469e-9266-18561b757f06	C26.9	malignant neoplasm of intra-abdominal not otherwise specified	t
99c3f03c-0683-449a-a211-730a96a19e9a	C30.0	malignant neoplasm of nasal bone	t
283fce4a-d6ab-42d0-a9cb-b47d06bd0b27	C30.0	malignant neoplasm of nose not otherwise specified	t
3834edeb-26c7-4ca5-9a64-c6137f0af777	C30.0	malignant neoplasm of olfactory bulb	t
338da322-a910-4a78-93e8-c7449938c8ef	C30.0	malignant neoplasm of posterior margin of nasal septum and choana	t
5a7bfc48-cec8-4d8c-a3f9-1e798026c258	C30.0	malignant melanoma of skin of nose	t
a7e7bac5-5642-470a-abe5-10a64e16116d	C30.0	malignant neoplasm of turbinates	t
78032e41-1ab0-4234-b0c1-80fa0c4b5d67	C30.0	other and unspecified malignant neoplasm of skin of nose	t
325cb50d-460b-4ca2-a682-88eb4370930f	C30.1	malignant neoplasm of auricular canal (external)	t
e67952ba-aeef-4d0a-8b6a-2e0cfc6d75bf	C30.1	malignant neoplasm of bone of ear (meatus)	t
63b9ac06-0338-47ef-88fc-7f11648b0321	C30.1	malignant neoplasm of cartilage of ear	t
bb73d17f-5ff4-4b21-9aa6-db2b3b2a9787	C30.1	malignant melanoma of skin of (external) ear	t
56f59259-8a88-4fe9-bafd-5d786ed9e15f	C30.1	other and unspecified malignant neoplasm of skin of (external) ear	t
dff2ae71-fb89-4630-8ad6-e48fa28f4d68	C32.1	malignant neoplasm of anterior surface of epiglottis	f
486833fa-872f-4a87-a7ae-c759da8e1817	C32.1	malignant neoplasm of aryepiglottic fold or interarytenoid fold, hypopharyngeal aspect	f
bf9dca01-abd2-4e39-b5c9-4084773ef1bb	C32.1	malignant neoplasm of aryepiglottic fold or interarytenoid fold, marginal zone	f
640d9f27-c3f3-4f4d-add5-7aa45b07f7cd	C32.1	malignant neoplasm of aryepiglottic fold or interarytenoid fold not otherwise specified	f
1e05ffc5-1fc4-45d3-a486-e6dfaede7115	C34	Kaposi's sarcoma of lung	t
1e9e6ebd-f49c-4a6e-a2c4-5e6ac0b18068	C34	malignant carcinoid tumor of the bronchus and lung	t
1594d112-a3ea-4a48-b748-dcafe7208b2c	C37	malignant carcinoid tumor of the thymus	t
91160620-8b66-4c36-b3be-ce873bc29738	C38	mesothelioma	t
00256675-2813-4aa3-9c12-8fa3625a312b	C38.0	malignant neoplasm of great vessels	t
05bcfac4-c813-4b8c-8b59-e00af3e841a6	C39	intrathoracic malignant neoplasm not otherwise specified	t
e0141e41-c983-4722-9829-1a2415d9c0c7	C39	thoracic malignant neoplasm not otherwise specified	t
620dd5d0-a9d3-4e98-a1e7-1f9e62aa3545	C41	malignant neoplasm of bones of limbs	t
e6235ea7-0462-4041-abc3-62cde80b15a8	C41	malignant neoplasm of cartilage of ear	t
85174e2f-1dad-4310-9974-5866460056ff	C41	malignant neoplasm of cartilage of eyelid	t
