id	created_at	updated_at	generic_name
4aca24a5-05c9-4144-a895-c074501c0019	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ADRENALINE ACID TARTRATE
9a289f91-55ef-4ff7-88e4-bfd4dd2a52bc	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOXORUBICIN HYDROCHLORIDE
39dbfa09-b298-4d6b-84e3-8258a1f30175	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TETANUS TOXOID ADSORBED
af68a7fa-fff3-40a3-8549-1cd405fc3763	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CAMPHORATED OPIUM TINCTURE
5f90c141-7adb-4932-8c7c-0a072b381be9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EVEROLIMUS
b6483290-269f-4663-8bcd-74f58e9f7dff	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	OXYGEN
e946269a-5eb2-451a-a571-9a1ff1dcc839	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ALBUMIN
9b6c8667-58bc-4b09-ab98-e9cb12b2bd44	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SPIRONOLACTONE
6671d6ed-03ca-49cb-952b-00c11e4a3900	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ALFUZOSIN HYDROCHLORIDE
2b4ed156-dcd2-44aa-82ad-ea645b13ca18	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOXYCYCLINE
04ac858e-aa3d-435e-a83f-261c8a00f69b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CHLORPHENIRAMINE MALEATE
d3e50eb7-34aa-441b-8ce0-de0f184de8b8	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SODIUM CROMOGLYCATE
2a427b31-4c8a-43a3-9710-220675568b67	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	HYDROCORTISONE
0dfd6f58-3fd6-47ca-8dc9-1ca66cfde370	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MEPYRAMINE MALEATE
ca2facc8-fb19-493b-9b1a-89de4b64c352	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ALLOPURINOL
91820d0b-d912-402c-b9bd-d08737ae139a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LOPINAVIR; RITONAVIR
e9bf73fb-b588-466e-83db-3c467ab75a51	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DICLOFENAC SODIUM
5d5671ea-87c6-4d9f-9e67-a5ef7495fffe	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PYRIMETHAMINE; SULFADOXINE
2ee2a6d8-9c51-461e-9ccc-65da983d90c2	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	GLIMEPIRIDE
8ea846ba-66d6-4308-a773-b92d5b1f961c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	METRONIDAZOLE
e1933c1e-86ed-4723-b15e-bca7e346b0dd	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMLODIPINE
5615f28d-b9ca-4c0b-b7b9-26850c70cdf3	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMILORIDE HYDROCHLORIDE
5a6eb72f-0a4f-491d-a751-e4d6d8f756c8	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMINOPHYLLINE
f16ced20-7211-4447-bc28-1213a7308e1a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMITRIPTYLINE HYDROCHLORIDE
f50be5d3-254b-43bb-ae07-160e7afc5073	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMLODIPINE BESYLATE
42446d4b-855c-4cd3-b70e-fb306cdfcd36	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMLODIPINE; TELMISARTAN
f26010ab-0e09-41e8-96a1-5f3d4a1040ce	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMPHOTERICIN B
202442e2-3f97-49ff-97d7-7753a172dd0b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMPICILLIN
2f2ea175-fe10-4143-b0ee-b05e8adac6a4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMPICILLIN SODIUM
6aef410c-ae88-48ae-bef6-9139484db299	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPIRIN; CAFFEINE
627654d9-dd03-43dc-8637-7d4edb35f698	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CLOMIPRAMINE HYDROCHLORIDE
6b2cfbc9-552d-481e-9ba5-ada438fa7a9b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ANASTROZOLE
c27541d8-1aeb-4d97-83ba-1a03dff7140e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BENZYDAMINE HYDROCHLORIDE; CHLORHEXIDINE GLUCONATE
ba501c8c-80a3-49cb-a5b5-5011b92b5be4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BENZYDAMINE HYDROCHLORIDE
29e2be8c-de3b-42cd-b920-b6f0e3fc1f6a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BENZYDAMINE HYDROCHLORIDE; CETYLPYRIDINIUM CHLORIDE
6a27e735-7ed8-4f83-a1b9-30bd95cd15bd	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SILDENAFIL
d8682867-6820-4581-be0d-15b2718e615b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CAPTOPRIL
f36d10a2-8f1f-4a9e-8921-9e034684a167	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FLUMAZENIL
befb8ddd-a1fe-47fc-8b23-eeb54b26291c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PARACETAMOL
3d943270-2007-4060-9125-374b0dc9d486	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PREGABALIN
6e330bd7-e961-4d34-a7df-75746e37021a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BISMUTH OXIDE; BISMUTH SUBGALLATE; PERUBALSAM; ZINC OXIDE
7b066fe4-525f-4b0e-8e1e-9ef62db9b2ff	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATAZANAVIR SULPHATE; RITONAVIR
b1184b82-eecc-48d8-ae16-99a4edceecf3	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTESUNATE; AMODIAQUINE HYDROCHLORIDE
a58bff91-19e8-4a98-b7b1-7e90ddd79bac	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BROMAZEPAM
c353c982-36c9-48e5-8955-383e70c08885	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BROMOCRIPTINE MESYLATE
d83636cb-403c-4c1a-a0c2-5ca7b21239b6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CARBAMAZEPINE
f9a291ff-4c68-4f02-9b85-2df338b630e2	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	HYDRALAZINE HYDROCHLORIDE
1c36af93-6276-4907-888d-bd63dd4cf918	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ISOSORBIDE DINITRATE
81a63728-b6d9-4fc2-889f-f15624106436	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LORAZEPAM
7a5037df-b2f7-4786-a94b-242578d5a9af	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	NAPROXEN
45f38553-5878-4644-a6ef-b0df28dba1a7	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TRIFLUOPERAZINE HYDROCHLORIDE
57556188-7e70-48b6-8934-73c046f2d9af	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TRIHEXYPHENIDYL HYDOROCHLORIDE (BENZHEXOL)
f0a869af-5b99-4559-9f06-ba9da46b910a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FOSAPREPITANT DIMEGLUMINE
6999f47a-dff5-40f0-9d47-5b9b4337ce65	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FUROSEMIDE
952d9441-6a8c-4ed9-8297-2dcc1068e409	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EMULSIFYING WAX; LIQUID PARFFIN; PARAFFIN SOFT WHITE
0b19b5fe-0a1a-47dd-8df7-960b212f04e0	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PAROXETINE HYDROCHLORIDE
668c4507-429a-4c86-9136-99d7a2df091f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTESUNATE
5338df62-83c3-4a64-9a71-c22560d8e027	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEMETHER; LUMEFANTRINE
5a3b102d-f76e-41c0-b22d-769b0bf205f0	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ARTEMETHER
447be38e-91f3-411b-8701-663b1d53d324	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CAFFEINE; PARACETAMOL; PHENYEPHRINE HYDROCHLORIDE
6a71c95f-684d-439c-afc3-b0acada6a053	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASCORBIC ACID
f4ee0a2f-6d99-4bc6-8246-1f862724915e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SALBUTAMOL SULPHATE
713d1569-1e90-46c1-8707-625abda482ef	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	WARFARIN SODIUM
4be61ab5-2afb-461c-ae78-4b51d489c7fa	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPIRIN
b11a9b6f-4145-46dd-8532-36c3523daa4e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPIRIN; CODEINE PHOSPHATE
86bb8416-93c8-4b75-8886-c680d349de34	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MONTELUKAST SODIUM
fd64e8be-c414-4579-bac9-b350f2395f71	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DEFERASIROX
c97b0076-1bad-4d5b-93e6-3b343731e9da	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CANDESARTAN CILEXETIL
ae0c8070-2bea-49a0-b4c1-07e6734c50d1	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE
ac63b26b-121a-4999-9e8a-7551b2e1d06c	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATENOLOL
319143a2-2c8a-48fd-a8de-5477190fdaa6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ATROPINE SULPHATE
2b959249-cc58-441f-8bcf-3bb743ffe856	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AMOXICILLIN; CLAVULANATE POTASSIUM
0d517fcf-3741-47ef-8557-ff371f862a3b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PHENAZONE
ae0604d0-eb8a-4095-8623-90d17fecbdf7	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASCORBIC ACID; CYANOCOBALAMIN;  FERROUS FUMERATE; FOLIC ACID; INTRINSIC FACTOR
87f9ab23-3d7e-4084-8edb-4f4596ddffbf	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BUDESONIDE; FORMOTEROL FUMARATE DIHYDRATE
a827e296-1d39-4d81-82e1-0e10131a262e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DOCETAXEL
8c3b927e-da93-467d-b3eb-9f90d0a60e10	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	GEMCITABINE
e18316f4-bce5-4a7d-a845-37c2bc9ecdac	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CARBOPLATIN
5d5f4ced-cbf5-4900-aec4-862b53c10384	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EPIRUBICIN HYDROCHLORIDE
deb4c659-0b62-45c9-b667-ad271b5d8a92	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FLUTICASONE PROPIONATE; SALMETEROL XINAFOATE
242716ab-ec6d-4dc7-bf99-af2f66b4d540	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BEVACIZUMAB
8a4b9cc5-7ddf-406a-9d32-ad60a09718be	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MISOPROSTOL
6b61efc5-d86a-4ff7-8fc0-5db05e710474	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SILDENAFIL CITRATE
0212ded9-b908-471b-9103-2206ebee0963	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LAMIVUDINE; ZIDOVUDINE
f26f3635-2724-49f0-8543-c70c9683bb00	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LAMIVUDINE; NEVIRAPINE; ZIDOVUDINE
c094dfcc-8008-4099-ae5d-4f11b0ad8548	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL FUMERATE
b164b94b-1573-48ce-8c19-c654866cfaf2	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FUSIDIC ACID
0e270ac7-ba89-45af-8171-ddb02999af37	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LORATIDINE
e103763c-2322-4e84-9021-8de05be4c8b4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MICONAZOLE NITRATE
96d42ebb-2f67-44f1-8471-a55e2a10638a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	AZATHIOPRINE
30299641-5c82-4d9a-a4c2-b2b13f54c23a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	RASAGILINE
afe92f57-9ac1-4200-81e4-a2bd9726f293	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	KETOCONAZOLE
14af1c9f-5f3d-4455-a5b8-1cd7eb2c7115	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	DEXTROSE
f5231864-3d19-478b-bbfb-edc4e1e9e966	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BACILLUS CALMETTE–GUERIN
a2f9e02b-3540-4cee-a4d0-c0faee446c7e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CILASTATIN SODIUM; IMIPENEM
1babed82-6ec3-4dc6-a91a-58ee101340d6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	WATER FOR INJECTION
26638665-d5c9-427a-96bf-e6f1414e50bf	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MUPIROCIN
432fc65a-e6ad-4d4a-802f-3a2379dfe778	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BECLOMETHASONE DIPROPIONATE
292394a9-80bc-4f2a-9460-c8ef45db22f9	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PYRIDOXINE HYDROCHLORIDE
2de68f1c-596e-4cdc-bd11-097f7f2da3a4	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SULPHAMETHOXAZOLE; TRIMETHOPRIM
774db4ae-9551-47e1-ada9-24551e15c88b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BENDAMUSTINE HYDROCHLORIDE
785a6640-3b69-4bf8-96fe-fa15a9f43ab0	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	HYDROCHLORIDE
2e22623f-f701-4bc9-9162-766e7cca5a30	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	OPHENADRINE CITRATE; PARACETAMOL
96c5aba7-a2ac-4caf-aaed-6b800cbfc233	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MEROPENEM
36a10c3e-fc94-4c5f-8935-37c6563bbcde	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BETAMETHASONE DIPROPIONATE
0dde9b51-e37d-4f1c-8910-aafb65b3f580	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	POVIDONE IODINE
cfd21193-60be-4e76-a253-4850777243ff	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	LEVOBUNOLOL HYDROCHLORIDE
0776ada5-1ae8-49e8-84e3-2c80297ffd0d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	METOPROLOL SUCCINATE
24f42253-4a79-45d5-ad3f-9a769585ecf3	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PSEUDOEPHEDRINE HYDROCHLORIDE; TRIPOLIDINE HYDROCHLORIDE
09856dc4-3e44-4827-a3a1-47d848af0eb0	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BETAMETHASONE VALERATE
b6875373-13de-4359-b81f-bd467a85161b	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BETAXOLOL HYDROCHLORIDE
aa09d110-bd29-4f14-97c4-c8b497b8811a	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TETANUS (ADSORBED)
7ff76831-adbe-409d-bd4d-b79a4acb201f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BICALUTAMIDE
5754c50a-1069-444d-9bb0-d2916c4d6f74	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BISOPROLOL
96b57806-afbb-44a8-a2cd-8178dea4f1d3	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	PRAZIQUANTEL
470917c0-88a1-4e9e-896b-318bc850e62f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	FINASTERIDE
ca1d55c5-9e12-4efb-9a27-13794b923259	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	POLIO VIRUS (ORAL)
80cdebcb-cde1-4a43-96fa-5ba986e3c527	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	TRAZODONE
4b6e6700-4c7d-416c-ac1b-3eed31507b68	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	OXYTETRACYCLINE HYDROCHLORIDE
6b07cbea-0c9f-447a-9ce6-9681127c437f	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ABIRATERONE ACETATE
20a2a4cc-88d3-46b5-870c-186f0a81bb82	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	POLIO VIRUS (TYPE1; TYPES 3;  ORAL)
3dd9b907-ec70-40cc-9234-c3bb44c454a2	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BLEOMYCIN
27e25850-a830-4e9b-9faf-be8efc80f422	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	IBANDRONIC ACID
648780aa-0c6f-49c7-89cc-fc3509cd3ce8	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	IBUPROFEN
9ee9dbb8-b87b-4ecf-96e0-7f8546ce4f97	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE
29482247-1fe2-47b2-9923-2f7d524735a2	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	MENOTROPHIN
08fce61b-9534-4fb1-a406-c3c07773b078	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BUPIVACANE HYDROCHLORIDE
c9246296-15db-422f-919e-e6e510064f5d	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	BUPIVACAINE
3dccf039-95ed-43d4-83d1-bc9bfbf687bd	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASCORBIC ACID; CALCIUM CARBONATE; CALCIUM LACTATE GLUCONATE
161240e4-a3e9-4092-909b-1e9bda690513	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	SULFAMETHOXAZOLE; TRIMETHOPRIM
edb445b8-28dd-4a33-8d15-4f4b87d43c44	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	ASPRIN; CAFFEINE
7ae8e22a-df65-47e8-887d-84e4e52a93d8	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CAFFEINE
8122cb82-8bde-47b9-9ae8-e9d6148e34f1	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CALAMINE; ZINC OXIDE
54a35515-1fb5-4c23-b794-71d35fd2da71	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CALCIUM CARBONATE; CALCIUM LACTATE GLUCONATE
7f75a520-a3ce-46e5-8509-ae02dbe799f6	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CALCIUM CARBONATE
63ead2f3-37d1-4318-a51f-33fa378ca755	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CAMPHOR
e59164d5-fa16-403b-8e61-8d9522cc3b4e	2025-07-27 18:00:34.214326-04	2025-07-27 18:00:34.214326-04	CYTARABINE
