id	age_determination	pregnancy	warning_sign	priority
62356006	adult	t	Pregnancy and abdominal trauma	Very urgent
62537000	adult	t	Pregnancy and abdominal trauma	Very urgent
62564004	adult	t	Pregnancy and abdominal trauma	Very urgent
62573007	adult	t	Pregnancy and abdominal trauma	Very urgent
62591002	adult	t	Pregnancy and abdominal trauma	Very urgent
62603000	adult	t	Pregnancy and abdominal trauma	Very urgent
62643005	adult	t	Pregnancy and abdominal trauma	Very urgent
62738008	adult	t	Pregnancy and abdominal trauma	Very urgent
62952004	adult	t	Pregnancy and abdominal trauma	Very urgent
63053003	adult	t	Pregnancy and abdominal trauma	Very urgent
63093000	adult	t	Pregnancy and abdominal trauma	Very urgent
63141004	adult	t	Pregnancy and abdominal trauma	Very urgent
63456003	adult	t	Pregnancy and abdominal trauma	Very urgent
63540005	adult	t	Pregnancy and abdominal trauma	Very urgent
63637002	adult	t	Pregnancy and abdominal trauma	Very urgent
63669006	adult	t	Pregnancy and abdominal trauma	Very urgent
63785008	adult	t	Pregnancy and abdominal trauma	Very urgent
63811003	adult	t	Pregnancy and abdominal trauma	Very urgent
63848007	adult	t	Pregnancy and abdominal trauma	Very urgent
63903007	adult	t	Pregnancy and abdominal trauma	Very urgent
63943002	adult	t	Pregnancy and abdominal trauma	Very urgent
63948006	adult	t	Pregnancy and abdominal trauma	Very urgent
64090007	adult	t	Pregnancy and abdominal trauma	Very urgent
64169002	adult	t	Pregnancy and abdominal trauma	Very urgent
64229006	adult	t	Pregnancy and abdominal trauma	Very urgent
64298006	adult	t	Pregnancy and abdominal trauma	Very urgent
64323009	adult	t	Pregnancy and abdominal trauma	Very urgent
64359003	adult	t	Pregnancy and abdominal trauma	Very urgent
64417000	adult	t	Pregnancy and abdominal trauma	Very urgent
64438006	adult	t	Pregnancy and abdominal trauma	Very urgent
64458007	adult	t	Pregnancy and abdominal trauma	Very urgent
64710004	adult	t	Pregnancy and abdominal trauma	Very urgent
64728002	adult	t	Pregnancy and abdominal trauma	Very urgent
64789007	adult	t	Pregnancy and abdominal trauma	Very urgent
64831005	adult	t	Pregnancy and abdominal trauma	Very urgent
64834002	adult	t	Pregnancy and abdominal trauma	Very urgent
64954002	adult	t	Pregnancy and abdominal trauma	Very urgent
65071008	adult	t	Pregnancy and abdominal trauma	Very urgent
65189006	adult	t	Pregnancy and abdominal trauma	Very urgent
65324009	adult	t	Pregnancy and abdominal trauma	Very urgent
65339005	adult	t	Pregnancy and abdominal trauma	Very urgent
65467000	adult	t	Pregnancy and abdominal trauma	Very urgent
65504006	adult	t	Pregnancy and abdominal trauma	Very urgent
65523004	adult	t	Pregnancy and abdominal trauma	Very urgent
65544004	adult	t	Pregnancy and abdominal trauma	Very urgent
65775005	adult	t	Pregnancy and abdominal trauma	Very urgent
65896005	adult	t	Pregnancy and abdominal trauma	Very urgent
66020004	adult	t	Pregnancy and abdominal trauma	Very urgent
66097008	adult	t	Pregnancy and abdominal trauma	Very urgent
66176005	adult	t	Pregnancy and abdominal trauma	Very urgent
66246007	adult	t	Pregnancy and abdominal trauma	Very urgent
66371007	adult	t	Pregnancy and abdominal trauma	Very urgent
66393002	adult	t	Pregnancy and abdominal trauma	Very urgent
66483005	adult	t	Pregnancy and abdominal trauma	Very urgent
66535005	adult	t	Pregnancy and abdominal trauma	Very urgent
66540002	adult	t	Pregnancy and abdominal trauma	Very urgent
66554005	adult	t	Pregnancy and abdominal trauma	Very urgent
66578000	adult	t	Pregnancy and abdominal trauma	Very urgent
66691008	adult	t	Pregnancy and abdominal trauma	Very urgent
66973001	adult	t	Pregnancy and abdominal trauma	Very urgent
67070005	adult	t	Pregnancy and abdominal trauma	Very urgent
67077008	adult	t	Pregnancy and abdominal trauma	Very urgent
67130000	adult	t	Pregnancy and abdominal trauma	Very urgent
67447005	adult	t	Pregnancy and abdominal trauma	Very urgent
67573002	adult	t	Pregnancy and abdominal trauma	Very urgent
67781003	adult	t	Pregnancy and abdominal trauma	Very urgent
67862004	adult	t	Pregnancy and abdominal trauma	Very urgent
67974004	adult	t	Pregnancy and abdominal trauma	Very urgent
68058009	adult	t	Pregnancy and abdominal trauma	Very urgent
68076002	adult	t	Pregnancy and abdominal trauma	Very urgent
68140000	adult	t	Pregnancy and abdominal trauma	Very urgent
68142008	adult	t	Pregnancy and abdominal trauma	Very urgent
68565009	adult	t	Pregnancy and abdominal trauma	Very urgent
68628004	adult	t	Pregnancy and abdominal trauma	Very urgent
68734002	adult	t	Pregnancy and abdominal trauma	Very urgent
68765006	adult	t	Pregnancy and abdominal trauma	Very urgent
68893001	adult	t	Pregnancy and abdominal trauma	Very urgent
69025008	adult	t	Pregnancy and abdominal trauma	Very urgent
69029002	adult	t	Pregnancy and abdominal trauma	Very urgent
69271009	adult	t	Pregnancy and abdominal trauma	Very urgent
69293004	adult	t	Pregnancy and abdominal trauma	Very urgent
69425000	adult	t	Pregnancy and abdominal trauma	Very urgent
69427008	adult	t	Pregnancy and abdominal trauma	Very urgent
69593000	adult	t	Pregnancy and abdominal trauma	Very urgent
69743002	adult	t	Pregnancy and abdominal trauma	Very urgent
69787006	adult	t	Pregnancy and abdominal trauma	Very urgent
69875006	adult	t	Pregnancy and abdominal trauma	Very urgent
70000009	adult	t	Pregnancy and abdominal trauma	Very urgent
70092007	adult	t	Pregnancy and abdominal trauma	Very urgent
70098006	adult	t	Pregnancy and abdominal trauma	Very urgent
70139002	adult	t	Pregnancy and abdominal trauma	Very urgent
70250009	adult	t	Pregnancy and abdominal trauma	Very urgent
70294003	adult	t	Pregnancy and abdominal trauma	Very urgent
70381003	adult	t	Pregnancy and abdominal trauma	Very urgent
70432004	adult	t	Pregnancy and abdominal trauma	Very urgent
70505006	adult	t	Pregnancy and abdominal trauma	Very urgent
70704007	adult	t	Pregnancy and abdominal trauma	Very urgent
71039006	adult	t	Pregnancy and abdominal trauma	Very urgent
71088006	adult	t	Pregnancy and abdominal trauma	Very urgent
71220005	adult	t	Pregnancy and abdominal trauma	Very urgent
71364004	adult	t	Pregnancy and abdominal trauma	Very urgent
71458007	adult	t	Pregnancy and abdominal trauma	Very urgent
71696000	adult	t	Pregnancy and abdominal trauma	Very urgent
71790003	adult	t	Pregnancy and abdominal trauma	Very urgent
71804007	adult	t	Pregnancy and abdominal trauma	Very urgent
71816001	adult	t	Pregnancy and abdominal trauma	Very urgent
71830006	adult	t	Pregnancy and abdominal trauma	Very urgent
72224003	adult	t	Pregnancy and abdominal trauma	Very urgent
72332008	adult	t	Pregnancy and abdominal trauma	Very urgent
72435006	adult	t	Pregnancy and abdominal trauma	Very urgent
72498006	adult	t	Pregnancy and abdominal trauma	Very urgent
72512006	adult	t	Pregnancy and abdominal trauma	Very urgent
72513001	adult	t	Pregnancy and abdominal trauma	Very urgent
72634002	adult	t	Pregnancy and abdominal trauma	Very urgent
72739001	adult	t	Pregnancy and abdominal trauma	Very urgent
72759002	adult	t	Pregnancy and abdominal trauma	Very urgent
72882005	adult	t	Pregnancy and abdominal trauma	Very urgent
72964008	adult	t	Pregnancy and abdominal trauma	Very urgent
72979001	adult	t	Pregnancy and abdominal trauma	Very urgent
72998004	adult	t	Pregnancy and abdominal trauma	Very urgent
73015009	adult	t	Pregnancy and abdominal trauma	Very urgent
73180008	adult	t	Pregnancy and abdominal trauma	Very urgent
73387003	adult	t	Pregnancy and abdominal trauma	Very urgent
73405008	adult	t	Pregnancy and abdominal trauma	Very urgent
73413009	adult	t	Pregnancy and abdominal trauma	Very urgent
73477001	adult	t	Pregnancy and abdominal trauma	Very urgent
73825003	adult	t	Pregnancy and abdominal trauma	Very urgent
73948007	adult	t	Pregnancy and abdominal trauma	Very urgent
74026008	adult	t	Pregnancy and abdominal trauma	Very urgent
74177004	adult	t	Pregnancy and abdominal trauma	Very urgent
74198004	adult	t	Pregnancy and abdominal trauma	Very urgent
74247001	adult	t	Pregnancy and abdominal trauma	Very urgent
74270009	adult	t	Pregnancy and abdominal trauma	Very urgent
74324004	adult	t	Pregnancy and abdominal trauma	Very urgent
74355005	adult	t	Pregnancy and abdominal trauma	Very urgent
74383007	adult	t	Pregnancy and abdominal trauma	Very urgent
74395007	adult	t	Pregnancy and abdominal trauma	Very urgent
74682007	adult	t	Pregnancy and abdominal trauma	Very urgent
74814004	adult	t	Pregnancy and abdominal trauma	Very urgent
74842002	adult	t	Pregnancy and abdominal trauma	Very urgent
75137002	adult	t	Pregnancy and abdominal trauma	Very urgent
75504007	adult	t	Pregnancy and abdominal trauma	Very urgent
75507000	adult	t	Pregnancy and abdominal trauma	Very urgent
75580000	adult	t	Pregnancy and abdominal trauma	Very urgent
75767000	adult	t	Pregnancy and abdominal trauma	Very urgent
75984003	adult	t	Pregnancy and abdominal trauma	Very urgent
76103002	adult	t	Pregnancy and abdominal trauma	Very urgent
76362004	adult	t	Pregnancy and abdominal trauma	Very urgent
76371008	adult	t	Pregnancy and abdominal trauma	Very urgent
76373006	adult	t	Pregnancy and abdominal trauma	Very urgent
76418009	adult	t	Pregnancy and abdominal trauma	Very urgent
76430003	adult	t	Pregnancy and abdominal trauma	Very urgent
76435008	adult	t	Pregnancy and abdominal trauma	Very urgent
76437000	adult	t	Pregnancy and abdominal trauma	Very urgent
76542006	adult	t	Pregnancy and abdominal trauma	Very urgent
76584003	adult	t	Pregnancy and abdominal trauma	Very urgent
76597001	adult	t	Pregnancy and abdominal trauma	Very urgent
76658000	adult	t	Pregnancy and abdominal trauma	Very urgent
76730004	adult	t	Pregnancy and abdominal trauma	Very urgent
76867002	adult	t	Pregnancy and abdominal trauma	Very urgent
76877000	adult	t	Pregnancy and abdominal trauma	Very urgent
76890007	adult	t	Pregnancy and abdominal trauma	Very urgent
76911006	adult	t	Pregnancy and abdominal trauma	Very urgent
76972007	adult	t	Pregnancy and abdominal trauma	Very urgent
77233005	adult	t	Pregnancy and abdominal trauma	Very urgent
77260003	adult	t	Pregnancy and abdominal trauma	Very urgent
77362009	adult	t	Pregnancy and abdominal trauma	Very urgent
77490007	adult	t	Pregnancy and abdominal trauma	Very urgent
77505009	adult	t	Pregnancy and abdominal trauma	Very urgent
77546004	adult	t	Pregnancy and abdominal trauma	Very urgent
77551005	adult	t	Pregnancy and abdominal trauma	Very urgent
77572008	adult	t	Pregnancy and abdominal trauma	Very urgent
77598002	adult	t	Pregnancy and abdominal trauma	Very urgent
77754004	adult	t	Pregnancy and abdominal trauma	Very urgent
77768006	adult	t	Pregnancy and abdominal trauma	Very urgent
77830003	adult	t	Pregnancy and abdominal trauma	Very urgent
77874001	adult	t	Pregnancy and abdominal trauma	Very urgent
77968000	adult	t	Pregnancy and abdominal trauma	Very urgent
78011002	adult	t	Pregnancy and abdominal trauma	Very urgent
78028004	adult	t	Pregnancy and abdominal trauma	Very urgent
78055008	adult	t	Pregnancy and abdominal trauma	Very urgent
78085003	adult	t	Pregnancy and abdominal trauma	Very urgent
78171005	adult	t	Pregnancy and abdominal trauma	Very urgent
78198009	adult	t	Pregnancy and abdominal trauma	Very urgent
78211006	adult	t	Pregnancy and abdominal trauma	Very urgent
78360004	adult	t	Pregnancy and abdominal trauma	Very urgent
78396000	adult	t	Pregnancy and abdominal trauma	Very urgent
78471002	adult	t	Pregnancy and abdominal trauma	Very urgent
78490005	adult	t	Pregnancy and abdominal trauma	Very urgent
78508009	adult	t	Pregnancy and abdominal trauma	Very urgent
78794000	adult	t	Pregnancy and abdominal trauma	Very urgent
78849002	adult	t	Pregnancy and abdominal trauma	Very urgent
78879009	adult	t	Pregnancy and abdominal trauma	Very urgent
78914008	adult	t	Pregnancy and abdominal trauma	Very urgent
78968003	adult	t	Pregnancy and abdominal trauma	Very urgent
78980006	adult	t	Pregnancy and abdominal trauma	Very urgent
79077003	adult	t	Pregnancy and abdominal trauma	Very urgent
79125007	adult	t	Pregnancy and abdominal trauma	Very urgent
79340003	adult	t	Pregnancy and abdominal trauma	Very urgent
79555006	adult	t	Pregnancy and abdominal trauma	Very urgent
79591004	adult	t	Pregnancy and abdominal trauma	Very urgent
79763005	adult	t	Pregnancy and abdominal trauma	Very urgent
79839005	adult	t	Pregnancy and abdominal trauma	Very urgent
79858001	adult	t	Pregnancy and abdominal trauma	Very urgent
79978005	adult	t	Pregnancy and abdominal trauma	Very urgent
80090009	adult	t	Pregnancy and abdominal trauma	Very urgent
80183002	adult	t	Pregnancy and abdominal trauma	Very urgent
80192004	adult	t	Pregnancy and abdominal trauma	Very urgent
80271009	adult	t	Pregnancy and abdominal trauma	Very urgent
80411001	adult	t	Pregnancy and abdominal trauma	Very urgent
80433004	adult	t	Pregnancy and abdominal trauma	Very urgent
80499003	adult	t	Pregnancy and abdominal trauma	Very urgent
80691007	adult	t	Pregnancy and abdominal trauma	Very urgent
80827001	adult	t	Pregnancy and abdominal trauma	Very urgent
80907003	adult	t	Pregnancy and abdominal trauma	Very urgent
80961000	adult	t	Pregnancy and abdominal trauma	Very urgent
80980003	adult	t	Pregnancy and abdominal trauma	Very urgent
81094005	adult	t	Pregnancy and abdominal trauma	Very urgent
81116005	adult	t	Pregnancy and abdominal trauma	Very urgent
81152009	adult	t	Pregnancy and abdominal trauma	Very urgent
81193001	adult	t	Pregnancy and abdominal trauma	Very urgent
81327003	adult	t	Pregnancy and abdominal trauma	Very urgent
81405006	adult	t	Pregnancy and abdominal trauma	Very urgent
81412002	adult	t	Pregnancy and abdominal trauma	Very urgent
81428007	adult	t	Pregnancy and abdominal trauma	Very urgent
81629009	adult	t	Pregnancy and abdominal trauma	Very urgent
81639003	adult	t	Pregnancy and abdominal trauma	Very urgent
81769002	adult	t	Pregnancy and abdominal trauma	Very urgent
81774005	adult	t	Pregnancy and abdominal trauma	Very urgent
81902001	adult	t	Pregnancy and abdominal trauma	Very urgent
81966000	adult	t	Pregnancy and abdominal trauma	Very urgent
82117004	adult	t	Pregnancy and abdominal trauma	Very urgent
82244004	adult	t	Pregnancy and abdominal trauma	Very urgent
82344002	adult	t	Pregnancy and abdominal trauma	Very urgent
82419009	adult	t	Pregnancy and abdominal trauma	Very urgent
82510005	adult	t	Pregnancy and abdominal trauma	Very urgent
82640004	adult	t	Pregnancy and abdominal trauma	Very urgent
82729001	adult	t	Pregnancy and abdominal trauma	Very urgent
82788007	adult	t	Pregnancy and abdominal trauma	Very urgent
83070001	adult	t	Pregnancy and abdominal trauma	Very urgent
83094001	adult	t	Pregnancy and abdominal trauma	Very urgent
83095000	adult	t	Pregnancy and abdominal trauma	Very urgent
83209008	adult	t	Pregnancy and abdominal trauma	Very urgent
83276000	adult	t	Pregnancy and abdominal trauma	Very urgent
83366000	adult	t	Pregnancy and abdominal trauma	Very urgent
83374004	adult	t	Pregnancy and abdominal trauma	Very urgent
83401009	adult	t	Pregnancy and abdominal trauma	Very urgent
83587009	adult	t	Pregnancy and abdominal trauma	Very urgent
83716008	adult	t	Pregnancy and abdominal trauma	Very urgent
83991006	adult	t	Pregnancy and abdominal trauma	Very urgent
84063009	adult	t	Pregnancy and abdominal trauma	Very urgent
84070009	adult	t	Pregnancy and abdominal trauma	Very urgent
84111004	adult	t	Pregnancy and abdominal trauma	Very urgent
84116009	adult	t	Pregnancy and abdominal trauma	Very urgent
84170006	adult	t	Pregnancy and abdominal trauma	Very urgent
84204007	adult	t	Pregnancy and abdominal trauma	Very urgent
84278006	adult	t	Pregnancy and abdominal trauma	Very urgent
84320000	adult	t	Pregnancy and abdominal trauma	Very urgent
84338002	adult	t	Pregnancy and abdominal trauma	Very urgent
84416003	adult	t	Pregnancy and abdominal trauma	Very urgent
84493007	adult	t	Pregnancy and abdominal trauma	Very urgent
84595002	adult	t	Pregnancy and abdominal trauma	Very urgent
84621006	adult	t	Pregnancy and abdominal trauma	Very urgent
84677008	adult	t	Pregnancy and abdominal trauma	Very urgent
84769001	adult	t	Pregnancy and abdominal trauma	Very urgent
84866000	adult	t	Pregnancy and abdominal trauma	Very urgent
84900008	adult	t	Pregnancy and abdominal trauma	Very urgent
84920009	adult	t	Pregnancy and abdominal trauma	Very urgent
84947004	adult	t	Pregnancy and abdominal trauma	Very urgent
85052001	adult	t	Pregnancy and abdominal trauma	Very urgent
85262003	adult	t	Pregnancy and abdominal trauma	Very urgent
85331004	adult	t	Pregnancy and abdominal trauma	Very urgent
85453003	adult	t	Pregnancy and abdominal trauma	Very urgent
85542007	adult	t	Pregnancy and abdominal trauma	Very urgent
85632001	adult	t	Pregnancy and abdominal trauma	Very urgent
85636003	adult	t	Pregnancy and abdominal trauma	Very urgent
85870004	adult	t	Pregnancy and abdominal trauma	Very urgent
86006001	adult	t	Pregnancy and abdominal trauma	Very urgent
86089006	adult	t	Pregnancy and abdominal trauma	Very urgent
86125000	adult	t	Pregnancy and abdominal trauma	Very urgent
86319008	adult	t	Pregnancy and abdominal trauma	Very urgent
86357008	adult	t	Pregnancy and abdominal trauma	Very urgent
86449009	adult	t	Pregnancy and abdominal trauma	Very urgent
86704005	adult	t	Pregnancy and abdominal trauma	Very urgent
86731008	adult	t	Pregnancy and abdominal trauma	Very urgent
86744003	adult	t	Pregnancy and abdominal trauma	Very urgent
86844009	adult	t	Pregnancy and abdominal trauma	Very urgent
86899000	adult	t	Pregnancy and abdominal trauma	Very urgent
87173003	adult	t	Pregnancy and abdominal trauma	Very urgent
87177002	adult	t	Pregnancy and abdominal trauma	Very urgent
87225004	adult	t	Pregnancy and abdominal trauma	Very urgent
87559001	adult	t	Pregnancy and abdominal trauma	Very urgent
87592007	adult	t	Pregnancy and abdominal trauma	Very urgent
87778004	adult	t	Pregnancy and abdominal trauma	Very urgent
87888006	adult	t	Pregnancy and abdominal trauma	Very urgent
88016001	adult	t	Pregnancy and abdominal trauma	Very urgent
88116004	adult	t	Pregnancy and abdominal trauma	Very urgent
88212009	adult	t	Pregnancy and abdominal trauma	Very urgent
88277007	adult	t	Pregnancy and abdominal trauma	Very urgent
88374002	adult	t	Pregnancy and abdominal trauma	Very urgent
88740003	adult	t	Pregnancy and abdominal trauma	Very urgent
88743001	adult	t	Pregnancy and abdominal trauma	Very urgent
88906006	adult	t	Pregnancy and abdominal trauma	Very urgent
89021008	adult	t	Pregnancy and abdominal trauma	Very urgent
89040002	adult	t	Pregnancy and abdominal trauma	Very urgent
89130002	adult	t	Pregnancy and abdominal trauma	Very urgent
89161006	adult	t	Pregnancy and abdominal trauma	Very urgent
89266005	adult	t	Pregnancy and abdominal trauma	Very urgent
89294002	adult	t	Pregnancy and abdominal trauma	Very urgent
89390009	adult	t	Pregnancy and abdominal trauma	Very urgent
89496002	adult	t	Pregnancy and abdominal trauma	Very urgent
89581003	adult	t	Pregnancy and abdominal trauma	Very urgent
89661005	adult	t	Pregnancy and abdominal trauma	Very urgent
89720001	adult	t	Pregnancy and abdominal trauma	Very urgent
89760000	adult	t	Pregnancy and abdominal trauma	Very urgent
89801006	adult	t	Pregnancy and abdominal trauma	Very urgent
89843004	adult	t	Pregnancy and abdominal trauma	Very urgent
90070003	adult	t	Pregnancy and abdominal trauma	Very urgent
90244007	adult	t	Pregnancy and abdominal trauma	Very urgent
90316008	adult	t	Pregnancy and abdominal trauma	Very urgent
90338005	adult	t	Pregnancy and abdominal trauma	Very urgent
90465004	adult	t	Pregnancy and abdominal trauma	Very urgent
90532005	adult	t	Pregnancy and abdominal trauma	Very urgent
90585003	adult	t	Pregnancy and abdominal trauma	Very urgent
90631008	adult	t	Pregnancy and abdominal trauma	Very urgent
90654004	adult	t	Pregnancy and abdominal trauma	Very urgent
90803001	adult	t	Pregnancy and abdominal trauma	Very urgent
90806009	adult	t	Pregnancy and abdominal trauma	Very urgent
90819008	adult	t	Pregnancy and abdominal trauma	Very urgent
90947008	adult	t	Pregnancy and abdominal trauma	Very urgent
91012008	adult	t	Pregnancy and abdominal trauma	Very urgent
91060006	adult	t	Pregnancy and abdominal trauma	Very urgent
91146006	adult	t	Pregnancy and abdominal trauma	Very urgent
91296001	adult	t	Pregnancy and abdominal trauma	Very urgent
91603007	adult	t	Pregnancy and abdominal trauma	Very urgent
91613004	adult	t	Pregnancy and abdominal trauma	Very urgent
91843000	adult	t	Pregnancy and abdominal trauma	Very urgent
93458008	adult	t	Pregnancy and abdominal trauma	Very urgent
95306003	adult	t	Pregnancy and abdominal trauma	Very urgent
95307007	adult	t	Pregnancy and abdominal trauma	Very urgent
95401009	adult	t	Pregnancy and abdominal trauma	Very urgent
95567008	adult	t	Pregnancy and abdominal trauma	Very urgent
95817008	adult	t	Pregnancy and abdominal trauma	Very urgent
95848000	adult	t	Pregnancy and abdominal trauma	Very urgent
95850008	adult	t	Pregnancy and abdominal trauma	Very urgent
95851007	adult	t	Pregnancy and abdominal trauma	Very urgent
95855003	adult	t	Pregnancy and abdominal trauma	Very urgent
95856002	adult	t	Pregnancy and abdominal trauma	Very urgent
95858001	adult	t	Pregnancy and abdominal trauma	Very urgent
95859009	adult	t	Pregnancy and abdominal trauma	Very urgent
95860004	adult	t	Pregnancy and abdominal trauma	Very urgent
95861000	adult	t	Pregnancy and abdominal trauma	Very urgent
95898004	adult	t	Pregnancy and abdominal trauma	Very urgent
105611005	adult	t	Pregnancy and abdominal trauma	Very urgent
105615001	adult	t	Pregnancy and abdominal trauma	Very urgent
105616000	adult	t	Pregnancy and abdominal trauma	Very urgent
109379000	adult	t	Pregnancy and abdominal trauma	Very urgent
109585008	adult	t	Pregnancy and abdominal trauma	Very urgent
109647001	adult	t	Pregnancy and abdominal trauma	Very urgent
109648006	adult	t	Pregnancy and abdominal trauma	Very urgent
109649003	adult	t	Pregnancy and abdominal trauma	Very urgent
109650003	adult	t	Pregnancy and abdominal trauma	Very urgent
109671008	adult	t	Pregnancy and abdominal trauma	Very urgent
109676003	adult	t	Pregnancy and abdominal trauma	Very urgent
109677007	adult	t	Pregnancy and abdominal trauma	Very urgent
109678002	adult	t	Pregnancy and abdominal trauma	Very urgent
109679005	adult	t	Pregnancy and abdominal trauma	Very urgent
109746003	adult	t	Pregnancy and abdominal trauma	Very urgent
109747007	adult	t	Pregnancy and abdominal trauma	Very urgent
109748002	adult	t	Pregnancy and abdominal trauma	Very urgent
109749005	adult	t	Pregnancy and abdominal trauma	Very urgent
109756004	adult	t	Pregnancy and abdominal trauma	Very urgent
109757008	adult	t	Pregnancy and abdominal trauma	Very urgent
109758003	adult	t	Pregnancy and abdominal trauma	Very urgent
109759006	adult	t	Pregnancy and abdominal trauma	Very urgent
109760001	adult	t	Pregnancy and abdominal trauma	Very urgent
109761002	adult	t	Pregnancy and abdominal trauma	Very urgent
109762009	adult	t	Pregnancy and abdominal trauma	Very urgent
109778006	adult	t	Pregnancy and abdominal trauma	Very urgent
109805003	adult	t	Pregnancy and abdominal trauma	Very urgent
110014005	adult	t	Pregnancy and abdominal trauma	Very urgent
110016007	adult	t	Pregnancy and abdominal trauma	Very urgent
110017003	adult	t	Pregnancy and abdominal trauma	Very urgent
110018008	adult	t	Pregnancy and abdominal trauma	Very urgent
110019000	adult	t	Pregnancy and abdominal trauma	Very urgent
110020006	adult	t	Pregnancy and abdominal trauma	Very urgent
110022003	adult	t	Pregnancy and abdominal trauma	Very urgent
110023008	adult	t	Pregnancy and abdominal trauma	Very urgent
110024002	adult	t	Pregnancy and abdominal trauma	Very urgent
110026000	adult	t	Pregnancy and abdominal trauma	Very urgent
110027009	adult	t	Pregnancy and abdominal trauma	Very urgent
110028004	adult	t	Pregnancy and abdominal trauma	Very urgent
110029007	adult	t	Pregnancy and abdominal trauma	Very urgent
110030002	adult	t	Pregnancy and abdominal trauma	Very urgent
110032005	adult	t	Pregnancy and abdominal trauma	Very urgent
110033000	adult	t	Pregnancy and abdominal trauma	Very urgent
110034006	adult	t	Pregnancy and abdominal trauma	Very urgent
110035007	adult	t	Pregnancy and abdominal trauma	Very urgent
110036008	adult	t	Pregnancy and abdominal trauma	Very urgent
110037004	adult	t	Pregnancy and abdominal trauma	Very urgent
110038009	adult	t	Pregnancy and abdominal trauma	Very urgent
110039001	adult	t	Pregnancy and abdominal trauma	Very urgent
110040004	adult	t	Pregnancy and abdominal trauma	Very urgent
110041000	adult	t	Pregnancy and abdominal trauma	Very urgent
110042007	adult	t	Pregnancy and abdominal trauma	Very urgent
110043002	adult	t	Pregnancy and abdominal trauma	Very urgent
110044008	adult	t	Pregnancy and abdominal trauma	Very urgent
110045009	adult	t	Pregnancy and abdominal trauma	Very urgent
110047001	adult	t	Pregnancy and abdominal trauma	Very urgent
110048006	adult	t	Pregnancy and abdominal trauma	Very urgent
110049003	adult	t	Pregnancy and abdominal trauma	Very urgent
110050003	adult	t	Pregnancy and abdominal trauma	Very urgent
110051004	adult	t	Pregnancy and abdominal trauma	Very urgent
110052006	adult	t	Pregnancy and abdominal trauma	Very urgent
110053001	adult	t	Pregnancy and abdominal trauma	Very urgent
110054007	adult	t	Pregnancy and abdominal trauma	Very urgent
110055008	adult	t	Pregnancy and abdominal trauma	Very urgent
110056009	adult	t	Pregnancy and abdominal trauma	Very urgent
110057000	adult	t	Pregnancy and abdominal trauma	Very urgent
110058005	adult	t	Pregnancy and abdominal trauma	Very urgent
110059002	adult	t	Pregnancy and abdominal trauma	Very urgent
110060007	adult	t	Pregnancy and abdominal trauma	Very urgent
110061006	adult	t	Pregnancy and abdominal trauma	Very urgent
110062004	adult	t	Pregnancy and abdominal trauma	Very urgent
110063009	adult	t	Pregnancy and abdominal trauma	Very urgent
110064003	adult	t	Pregnancy and abdominal trauma	Very urgent
110065002	adult	t	Pregnancy and abdominal trauma	Very urgent
110066001	adult	t	Pregnancy and abdominal trauma	Very urgent
110067005	adult	t	Pregnancy and abdominal trauma	Very urgent
110068000	adult	t	Pregnancy and abdominal trauma	Very urgent
110069008	adult	t	Pregnancy and abdominal trauma	Very urgent
110070009	adult	t	Pregnancy and abdominal trauma	Very urgent
110071008	adult	t	Pregnancy and abdominal trauma	Very urgent
110072001	adult	t	Pregnancy and abdominal trauma	Very urgent
110073006	adult	t	Pregnancy and abdominal trauma	Very urgent
110074000	adult	t	Pregnancy and abdominal trauma	Very urgent
110075004	adult	t	Pregnancy and abdominal trauma	Very urgent
110076003	adult	t	Pregnancy and abdominal trauma	Very urgent
110077007	adult	t	Pregnancy and abdominal trauma	Very urgent
110078002	adult	t	Pregnancy and abdominal trauma	Very urgent
110079005	adult	t	Pregnancy and abdominal trauma	Very urgent
110080008	adult	t	Pregnancy and abdominal trauma	Very urgent
110081007	adult	t	Pregnancy and abdominal trauma	Very urgent
110082000	adult	t	Pregnancy and abdominal trauma	Very urgent
110083005	adult	t	Pregnancy and abdominal trauma	Very urgent
110084004	adult	t	Pregnancy and abdominal trauma	Very urgent
110085003	adult	t	Pregnancy and abdominal trauma	Very urgent
110086002	adult	t	Pregnancy and abdominal trauma	Very urgent
110087006	adult	t	Pregnancy and abdominal trauma	Very urgent
110088001	adult	t	Pregnancy and abdominal trauma	Very urgent
110089009	adult	t	Pregnancy and abdominal trauma	Very urgent
110090000	adult	t	Pregnancy and abdominal trauma	Very urgent
110091001	adult	t	Pregnancy and abdominal trauma	Very urgent
110092008	adult	t	Pregnancy and abdominal trauma	Very urgent
110093003	adult	t	Pregnancy and abdominal trauma	Very urgent
110094009	adult	t	Pregnancy and abdominal trauma	Very urgent
110095005	adult	t	Pregnancy and abdominal trauma	Very urgent
110096006	adult	t	Pregnancy and abdominal trauma	Very urgent
110097002	adult	t	Pregnancy and abdominal trauma	Very urgent
110098007	adult	t	Pregnancy and abdominal trauma	Very urgent
110099004	adult	t	Pregnancy and abdominal trauma	Very urgent
110100007	adult	t	Pregnancy and abdominal trauma	Very urgent
110101006	adult	t	Pregnancy and abdominal trauma	Very urgent
110102004	adult	t	Pregnancy and abdominal trauma	Very urgent
110103009	adult	t	Pregnancy and abdominal trauma	Very urgent
