id	created_at	updated_at	country	licence_number	name	licensee	address	town	expiry_date	pharmacies_types
1a1f3277-ebba-4226-b087-f0bc23bb947b	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	W01-P0171-2024	ACCESS PHARMACEUTICALS	CHILLENDEN ENTERPRISES (PVT) LTD	19 STEELWORKS RD, STEELDALE	BULAWAYO	2025-03-31	Wholesalers
8ca34b49-4e6c-4810-a571-7ab0d751ce8f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1540-2024	ACCULIFE PHARMACY	ACCULIFE PHARMACY	19247 SUNNINGDALE 2	HARARE	2025-08-31	Pharmacy in any other location
4abc3843-d9f1-45c1-a1a9-61196afcbd70	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P06-P1767-2024	ACCULIFE PHARMACY	ACCULIFE PHARMACY (PVT) LTD	318 BEATRICE TOWNSHIP	BEATRICE	2025-05-31	Pharmacy in rural area
5c95b801-528b-4dbd-b5f4-3129e5f52138	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I03-P0216-2024	ACE AIR AND AMBULANCE CLINIC	ACE AIR AND AMBULANCE SERVICES (PVT) LTD	20 TELFORD GRANITESITE	HARARE	2024-09-30	Clinics: Class B
344df412-0c3b-49fd-b860-b8946e388771	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1327-2024	AEDAN PHARMACY	YOBCARE INVESTMENTS (PVT) LTD	3810 NHORO ROAD WINDSOR PARK	RUWA	2025-12-31	Pharmacy in any other location
1e897ad2-0097-4cef-bc7f-a8ec6202fff6	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P06-P1483-2024	AFFINITY PHARMACY	AFFINITY PHARMACY (PVT) LTD	STD 1238 RUSHINGA RURAL SERVICE CENTRE	RUSHINGA	2025-02-28	Pharmacy in rural area
04d8c742-dad4-46df-ab00-b54b6c178a80	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I02-P0131-2023	AFRICA UNIVERSITY CLINIC	AFRICA UNIVERSITY	AFRICA UNIVERSITY CAMPUS	MUTARE	2024-09-30	Clinics: Class B
1cac53f8-3c56-4c13-a306-5c63961106e6	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	W01-P0210-2024	AFRIHELP PHARMACEUTICALS	AFRIHELP PHARMACEUTICALS (PVT) LTD	15 BRISTOL, WORKINGTON	HARARE	2025-05-31	Wholesalers
ba4b472a-bfe9-49ab-ab74-f521fb12056a	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1259-2024	AFRIHELP PHARMACY	AFRIHELP PHARMACEUTICALS (PVT) LTD	1024 GOKWE CENTRE	GOKWE	2025-05-31	Pharmacy in any other location
8402c544-2fe2-4156-8c91-fb2a6f7c56d4	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1526-2024	AFROPHARM HEALTH PHARMACY	AFROCEUTICS (PVT) LTD	SHAP 4 STAND 14282 KUWADZANA EXTENSION	HARARE	2025-06-30	Pharmacy in any other location
0ac03419-3b94-4ad4-be1b-a655c3be6c3c	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1639-2024	AFROPHARM HEALTH PHARMACY	AFROCEUTICS (PVT) LTD	12248 SIFRA COMPLEX KUWADZANA EXT	HARARE	2025-11-30	Pharmacy in any other location
33ba55a7-2fdd-457e-a8a4-53bbe3ceea97	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1515-2024	AFROPHARM HEALTH PHARMACY	AFROCEUTICS (PVT) LTD	SHOP 4 KEMBO SHOPS DZIVARASEKWA EXT	HARARE	2025-07-31	Pharmacy in any other location
b3ba69fa-deaa-4930-8894-74ea9622804f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1425-2024	AFROW PHARMACY	AFROW HOLDINGS (PVT) LTD	10217 WESTERN TRIANGLE HIGHFIELDS	HARARE	2025-01-31	Pharmacy in any other location
c52c220a-162b-4f98-9267-22aa0b550a18	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	D01-P0031-2023	AHMED CLINIC	AHMED CLINIC	21 ROBSON MANYIKA AVENUE	HARARE	2024-06-30	Dispensing medical practice
c3b57e45-8863-4b91-a796-94d0c086cfe8	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I03-P0179-2023	AIR ZIMBABWE CLINIC	AIR ZIMBABWE CORPORATION	HARARE INTERNATIONAL AIRPORT	HARARE	2024-09-30	Clinics: Class C
6c2c1fd6-b62a-47bc-9ff1-a95f74cec30d	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1840-2024	ALIMED PHARMACY	ALIMED (PVT) LTD	78 KAGUVI STREET	HARARE	2025-01-31	Pharmacy located in the CBD
7f401455-7055-4d0b-85fa-7bac46887760	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1574-2024	ALLDAYS PHARMACY	EXCELLENT ABODE ENTERPRISES (PVT) LTD	NO. 14099 JM NKOMO/10TH AVE	BULAWAYO	2025-02-28	Pharmacy located in the CBD
adaced51-d938-4306-b633-e517353b0bd5	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1258-2024	ALLERGY PHARMACY	TIMEWELL HEALTH (PVT) LTD	113 KWAME NKRUMAH AVENUE	HARARE	2025-02-28	Pharmacy located in the CBD
d1c69723-3fc8-485f-8525-5e117d52bee3	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1261-2024	ALLIANCE PHARMACY	ALLIANCE PHARMACEUTICALS (PVT) LTD	97 R.G. MUGABE WAY	ZVISHAVANE	2025-03-31	Pharmacy in any other location
fa864b0e-3e4e-4e1a-bb28-484d539ccc0b	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1467-2024	ALLYMAC PHARMACY	DAVCAM INVESTMENTS (PVT) LTD	SHOP 1 STD 14042 BRUNDISH	CHINHOYI	2025-12-31	Pharmacy in any other location
43fa6d70-6115-41ce-968a-ac3c266419f2	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1944-2024	ALMOND PHARMACY	ASAMED (PVT) LTD	146 CHINHOYI STREET	HARARE	2025-10-31	Pharmacy located in the CBD
041bc0a4-ee94-49a1-9a26-59f3fa9a203c	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1334-2024	ALOWELL PHARMACY	STELVIO (PVT) LTD	NUMBER 14A KING GEORGE ROAD	HARARE	2025-02-28	Pharmacy in any other location
19750df9-ac37-4547-8859-d0fb4c74ba4c	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1534-2024	ALOWELL PHARMACY	STELVIO (PVT) LTD	STAND NO 12279 MAKOMVA GLENVIEW 8	HARARE	2025-12-31	Pharmacy in any other location
9ea3348c-c9a6-4b35-bb3b-15aa11364f0f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1872-2024	ALOWELL PHARMACY	STELVIO INVESTMENTS (PVT) LTD	46 CONNET RISE, BOND STREET, MT PLEASANT	HARARE	2025-09-30	Pharmacy in any other location
6a16094d-b747-4f1c-8452-0cc8a814d6ba	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P2014-2024	ALOWELL PHARMACY	STELVIO INVESTMENTS (PVT) LTD	39-41 CNR J TONGOGARA & S MUZENDA	MASVINGO	2025-02-28	Pharmacy in any other location
7d6b2f37-542f-46ac-b50f-6d48b222ce1e	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1938-2024	ALPOM PHARMACY	CAREFOUR HEALTHCARE (PVT) LTD	8989 SPITZKOP B/CENTRE	GWANDA	2025-09-30	Pharmacy in any other location
43b8afda-3f3f-4c1d-869b-2ecfc4bbee1a	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I03-P0088-2023	ALRO INDUSTRIAL CLINIC	REDGRAVE SERVICES (PVT) LTD	STD 18418/9 MUKUVISI OFFICE PARK	HARARE	2024-09-30	Clinics: Class C
20069eda-4f6e-4a2b-9b87-70fe5204d646	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	W01-P0142-2024	ANCHOR DISTRIBUTORS	GOLD STREAK (PVT) LTD	104B MCCHLERY ROAD EASTLEA	HARARE	2025-03-31	Wholesalers
872f5826-7b05-461e-86da-10e06eb80ecf	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1921-2024	ANGEL PHARMACY	CROXFORD INVESTMENTS (PVT) LTD	96/97 MAINSTREET	CHIPINGE	2025-11-30	Pharmacy in any other location
11207aa2-ec4d-41fe-8414-891b8d3f7cd6	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1245-2024	APEX 24 PHARMACY	RONETHIA INVESTMENTS (PVT) LTD	14663 DAMOFALLS PARK	RUWA	2025-11-30	Pharmacy in any other location
8686b07d-de89-4da1-b902-f0300082a914	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1429-2024	APEX 24 PHARMACY	RONETHIA INVESTMENTS (PVT) LTD	327 NYAZEMA	MACHEKE	2025-04-30	Pharmacy in any other location
7aa90ba2-e242-43aa-ae90-4cdb11531ddd	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1455-2024	APEX PHARMACY	MUCHMADLEE INVESTMENTS (PVT) LTD	SHOP 3, ELIZABETH MANSIONS, 65 6TH ST	GWERU	2025-03-31	Pharmacy located in the CBD
58bd8901-eb43-41f6-8e5f-9d229c07e13f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1288-2024	AQUAMED PHARMACY	PRENCISMAK HEALTH (PVT) LTD	SHOP 5 KINGSMEAD NKWAME NKRUMAH	HARARE	2025-11-30	Pharmacy located in the CBD
aa7ff2cf-80ea-4dbf-90fa-3ea20764827c	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	W01-P0194-2024	ARAVAS PHARMACEUTICALS	ARAVAS PHARMACEUTICALS (PVT) LTD	4471 PROSPECT IND. AREA	HARARE	2025-03-31	Wholesalers
dc75a315-e7c3-48f3-abc7-f479d56feac4	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1957-2024	ARC PHARMACY	ALBERRICHARDSON MART INCORPORATED (PBC)	19622 / 15 MBIZO	KWEKWE	2025-01-31	Pharmacy in any other location
a16d3c00-df91-4f0b-9ea1-9dcbc70c3c28	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1753-2024	ARCADE PHARMACY	M J CHEMISTS (PVT) LTD	SHOP 4, FIRST MUTUAL CENTRE	MUTARE	2025-01-31	Pharmacy in any other location
fdb6305c-05bb-4c67-9311-36092d220ebf	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1648-2024	ARCADIA MEDICAL CENTRE PHARMACY	KUREBWA PHARMACIES	NO 2 BARDIA ROAD, ARCADIA	HARARE	2025-11-30	Pharmacy in any other location
6c0b448c-cecb-4374-b63f-fd204982d506	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1355-2024	ARDBENNIE PHARMACY	STRAITON INVESTMENTS (PVT) LTD	1 BOSHOFF DrIVE	HARARE	2025-11-30	Pharmacy in any other location
71bba0ca-a582-4ca7-8adf-6fe6847c3313	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P2022-2024	ARIMED PHARMACY	ARIMED PHARMACY (PVT) LTD	20 NDONGWE RD, MAZVITA MALL	HARARE	2025-10-31	Pharmacy in any other location
a7e76f83-0bd8-4ad1-afca-104b2e3f1566	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1298-2024	ARIMED PHARMACY	ARIMED PHARMACY (PVT) LTD	NO. 40 381, MCH FUELS COMPLEX	HARARE	2025-09-30	Pharmacy in any other location
bdf005b5-f56a-4236-8dd5-365790acc521	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I03-P0140-2023	ARUNDEL SCHOOL CLINIC	ARUNDEL SCHOOL TRUST	28 ARUNDEL SCHOOL ROAD	HARARE	2024-09-30	Clinics: Class C
d280d8aa-3bd4-4ead-a258-187ddc4362eb	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1656-2024	ARUNDEL VILLAGE PHARMACY	ARUNDEL PHARMACY (PVT) LTD	SHOP 13&14 ARUNDEL S/CENTRE	HARARE	2025-02-28	Pharmacy in any other location
b95812d3-8a3f-4b36-b50f-fd7e41a92bac	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	W01-P0146-2024	ASCA HEALTH CARE	ASCA HEALTH CARE (PVT) LTD	UNIT 1, FINANCE HOUSE 60 SPEKE AVENUE, HARARE	HARARE	2025-03-31	Wholesalers
cc3ab537-2a55-4446-a84f-398c38d45cc9	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1409-2024	ASCOT PHARMACY	PLUS FIVE PHARMACEUTICAL (PVT) LTD	SHOP 27 ASCOT SHOPPING CENTRE	BULAWAYO	2025-02-28	Pharmacy in any other location
a7879abb-f77c-4a7c-a98a-cf7c29f41bb6	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1346-2024	ASHBRITTLE PHARMACY	ASHBRITTLE PHARMACY (PVT) LTD	44 GOLDENSTAIRS ROAD EMERALD HILL	HARARE	2025-04-30	Pharmacy in any other location
e9ea0714-cdcc-44ee-a79e-52fee88a0c9f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1368-2024	ASHER PHARMACY	ASHER PHARMACY (PVT) LTD	STAND 5551 BUDIRIRO 4 SHOPS	HARARE	2025-12-31	Pharmacy in any other location
9539a3d2-1cfb-489d-9af5-492bc5e2c861	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1325-2024	ASSISTHEALTH PHARMACY	ASSISTHEALTH PHARMACY (PVT) LTD	26606 BUDIRIRO 2 TOWNSHIP, SHOP 4 MATIPANO BUILDING	HARARE	2025-02-28	Pharmacy in any other location
dd8036a5-215f-4e5f-99d1-5ba9ba75315f	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1343-2024	ATLAS PHARM PHARMACY	ATLASPHARM (PVT) LTD	1 1ST AVENUE	HARARE	2025-01-31	Pharmacy in any other location
5c9d4c22-5562-42c3-b80d-dc3b36ab7886	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1426-2024	AVENUES PHARMACY	WARNYORN ENTERPRISES (PVT) LTD	CNR MAZOWE ST/BAINES AVENUE	HARARE	2025-12-31	Pharmacy in any other location
8937e35f-696d-46e0-93f0-62ae1657e98c	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1406-2024	AVMED HEALTH PHARMACY	FELMARCH INVESTMENTS (PVT) LTD	1085 7TH STREET	CHIPINGE	2025-05-31	Pharmacy in any other location
382bd220-3cd1-4eb3-b4ae-692b49188ece	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I02-P0202-2024	AYRSHIRE MINE INDUSTRIAL CLINIC	PAN AFRICAN MINING (PVT) LTD	AYSHIRE MINE	BANKET	2024-09-30	Clinics: Class B
6af0eae4-edd6-4dd7-bd1b-0a336c75ae9a	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I03-P0082-2023	B A T ZIMBABWE CLINIC	B A T ZIMBABWE LTD	NO 1 MANCHESTER ROAD	HARARE	2024-09-30	Clinics: Class C
e48cbfd2-0232-450f-af58-1edbc0ea2bca	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	W01-P0149-2024	B. BRAUN ZIMBABWE	B. BRAUN ZIMBABWE (PVT) LTD	32 M & N KENMARK CRESCENT, BLUFFHILL PARK	HARARE	2025-03-31	Wholesalers
0a90d611-cce3-4693-a342-a6d36796cf6e	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P06-P1737-2024	B.R. PHARMACY - MAPHISA	TSAURAI D. MAKURA	STD 2105/6 MAPHISA BUSINESS CENTRE	603	2025-03-31	Pharmacy in rural area
c0815aac-8932-49e0-befb-6ec557a30883	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	H01-P0030-2024	BAINES AVENUE CLINIC PHARMACY	BAINES AVENUE CLINIC (PVT) LTD	66 BAINES AVENUE	HARARE	2025-05-31	Hospital pharmacies
eef5388e-2078-49cd-b848-f9cb24a10f75	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1564-2024	BAINES AVENUE RETAIL PHARMACY	BELIEVE PHARMACEUTICALS (PVT) LTD	66 BAINES AVENUE	HARARE	2025-02-28	Pharmacy in any other location
df908ba0-e28b-4c95-8410-1d32b70f97f3	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1658-2024	BALLANTYNE PARK PHARMACY	EXTRAMED PHARMACY (PVT) LTD	BALLANTYNE PARK S/C, WELLBURN AVE	HARARE	2025-09-30	Pharmacy in any other location
c06aa897-fc64-46c5-9d16-bae126bb3db1	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1892-2024	BALLU PHARMACY	BALLU PHARMACY (PVT) LTD	52 CNR 4TH STREET AND DE JAGER	MARONDERA	2025-10-31	Pharmacy in any other location
62a8f5ed-1792-4133-bc5e-3f6181ac7880	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P2019-2024	BALLU PHARMACY- YELLOW CITY	BALLU PHARMACY (PVT) LTD	3051 NUNGU EXT	MARONDERA	2025-05-31	Pharmacy in any other location
aa3cd112-cf47-4f14-923d-63a467bdfb95	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1159-2024	BALM PHARMACY	BALM PHARMACY TRUST	STAND 3631 MASOCHA NDLOVU WAY	HARARE	2025-02-28	Pharmacy in any other location
d02f6801-b1cc-40e3-9b46-6bd506d28931	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1382-2024	BALSAM PHARMACY	BALSAM PHARMACY	SHOP A3207 JONGWE STREET	MASVINGO	2025-11-30	Pharmacy in any other location
949df8f0-721b-4670-a8c3-11952e9319b1	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I02-P0150-2023	BAMBANANI NEW START CENTRE	POPULATION SOLUTIONS FOR HEALTH	90 S.PARIRENYATWA ST 1ST & 2ND FLOOR	BULAWAYO	2024-09-30	Clinics: Class B
dfba2c28-a3a6-449b-ba00-308126619b21	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1264-2024	BANK STREET PHARMACY	BANK STREET PHARMACY (PVT) LTD	101 CHINHOYI STREET	HARARE	2025-03-31	Pharmacy located in the CBD
6d94abd4-6904-4bf0-aaa6-c1623dcb50f2	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	D01-P0025-2023	BANKET FAMILY PRACTICE	DANDADZI TERENCE N. (Dr)	STD 232 STATION ROAD	BANKET	2024-06-30	Dispensing medical practice
009a5479-b0f5-4fd3-81ab-7b28b9247972	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1586-2024	BANKETMART PHARMACY	CLANGERS ENTERPRISES (PBC)	SHOP NO 2, STAND 20	BANKET	2025-07-31	Pharmacy in any other location
f1a8e49d-d20e-468e-9a24-1d8b8ba4f391	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P05-P1453-2024	BARBICOL PHARMACY	CLANGERS ENTERPRISES PBC	NUMBER 294 E.D. MNANGAGWA RD	MASVINGO	2025-02-28	Pharmacy located in the CBD
df636ae6-f221-4ce8-8440-ea260adb15c2	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1419-2024	BARBOURFIELDS PHARMACY	SIKHUMBUZO MPOFU	SHOP 208 BARBOURFIELDS SHOPPING CENTRE	BULAWAYO	2025-06-30	Pharmacy in any other location
02756442-52fd-4d16-b6cb-82273e46beb8	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1268-2024	BARRY NELL PHARMACY	TASIMONIES INVESTMENTS (PVT) LTD	264A J. TONGOGARA AVENUE	MASVINGO	2025-04-30	Pharmacy in any other location
953215bd-655d-4f41-85b7-4c4405f06f77	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1662-2024	BEACON PHARMACY	BEACON PHARMACIES (PVT) LTD	845 MUBAIRO ROAD HATCLIFFE	HARARE	2025-01-31	Pharmacy in any other location
dca04600-8034-4336-9c48-49e427e84d1b	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1213-2024	BEITBRIDGE PHARMACY	HEALTHMART PHARMACY (PVT) LTD	170 DULIBADZIMU	BEITBRIDGE	2025-10-31	Pharmacy in any other location
7c5b155c-d439-4ab5-980c-60ee5913819c	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1458-2024	BELLEVUE PHARMACY	HARDWORK INVESTMENTS (PVT) LTD	105 GLADSTONE RD, BELLEVUE S/CENTRE	BULAWAYO	2025-01-31	Pharmacy in any other location
84097803-6f5c-4b79-b2c3-875ed6fc956d	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P06-P1960-2024	BELVEDERE PHARMACY	LELLYFORD INVESTMENTS (PVT) LTD	STAND 14575	KADOMA	2025-04-30	Pharmacy in rural area
1ebe7818-a9c9-4825-889d-85aac0b2a298	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1557-2024	BELVEDERE PHARMACY	LELLYFORD INVESTMENTS (PVT) LTD	189 SAMORA MACHEL	HARARE	2025-11-30	Pharmacy in any other location
ef8e05db-61ac-4d18-b380-c628ecea358a	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	P01-P1551-2024	BELVEDERE PHARMACY-LONGCHENG	LELLYFORD INVESTMENTS (PVT) LTD	SHOP 6-7 LONGCHEN PLAZA	HARARE	2025-11-30	Pharmacy in any other location
30967e61-6a4b-49af-b6ef-5188138d9f56	2025-07-27 17:47:39.182633-04	2025-07-27 17:47:39.182633-04	ZW	I04-P0117-2023	BELVERDERE TECH. TEACHERS COLLEGE	BELVEDERE TECHNICAL TEACHERS COLLEGE	1 HAVARD RD, BELVEDERE	HARARE	2024-09-30	Clinics: Class D
