name,longitude,latitude,address,category,vha,phone,lastColumn
Hozvi,31.53725051880,-20.05172000000,Masvingo,Clinic,FALSE,UNKNOWN,
Marozva,31.52099990840,-20.00053000000,Masvingo,Clinic,FALSE,UNKNOWN,
Mashoko,31.75057983400,-20.50519000000,Masvingo,Hospital,FALSE,UNKNOWN,
Mkanga,31.72113990780,-20.43703000000,Masvingo,Rural Hospital,FALSE,UNKNOWN,
Murwira,31.65306091310,-19.94133000000,Masvingo,Clinic,FALSE,UNKNOWN,
Ngorima,31.68431091310,-20.28881000000,Masvingo,Clinic,FALSE,UNKNOWN,
Nyika,31.58885955810,-20.00586000000,Masvingo,Rural Health Centre,FALSE,UNKNOWN,
Odzi,31.85753059390,-20.42022000000,Masvingo,Clinic,FALSE,UNKNOWN,
Pfupajena,31.61775016780,-20.18919000000,Masvingo,Clinic,FALSE,UNKNOWN,
Silveira,31.68678092960,-20.02347000000,Masvingo,Mission Hospital,FALSE,UNKNOWN,
Mukore,31.84224000000,-20.14081000000,Masvingo,Rural Health Centre,FALSE,UNKNOWN,
Mutikizizi,31.71084000000,-20.20992000000,Masvingo,Rural Health Centre,FALSE,UNKNOWN,
Gangare,31.81698000000,-19.91530000000,Masvingo,Rural Health Centre,FALSE,UNKNOWN,
Masarasa,31.42301000000,-19.95815000000,Masvingo,Clinic,FALSE,UNKNOWN,
Mungezi,31.52096000000,-19.91393000000,Masvingo,Rural Health Centre,FALSE,UNKNOWN,
Negovano,31.72709000000,-20.12917000000,Masvingo,Rural Health Centre,FALSE,UNKNOWN,
Gava,31.80962000000,-20.53792000000,Masvingo,Rural Health Centre,FALSE,UNKNOWN,
Bindura,31.32876968380,-17.29005000000,Mashonaland Central,Provincial Hospital,FALSE,UNKNOWN,
Bindura Polyclinic,31.33197975160,-17.30967000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Chipadze,31.35515022280,-17.31758000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Chiriseri,31.16135025020,-17.45422000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Chiveso,31.34956932070,-17.46283000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Chiwaridzo,31.35922050480,-17.32222000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Farm H.Centre,31.35577964780,-17.31998000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Foothills,31.27804946900,-17.21320000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Freda Rebecca,31.33197975160,-17.30967000000,Mashonaland Central,Mine Clinic,FALSE,UNKNOWN,
Manhenga,31.31217002870,-17.39605000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
ZRP Bindura,31.32880020140,-17.29583000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Muonwe,31.25351905820,-17.52205000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Nyava,31.36051940920,-17.56392000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Rusununguko,31.28075027470,-17.06137000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Rutope,31.56554985050,-17.55588000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Trojan,31.28507995610,-17.33128000000,Mashonaland Central,Mine Clinic,FALSE,UNKNOWN,
ZRP,31.32885000000,-17.29495000000,Mashonaland Central,Clinic Private Clinic,FALSE,UNKNOWN,
Mupandira,31.30719000000,-17.45981600000,Mashonaland Central,Rural Health Centre,FALSE,UNKNOWN,
Ponai Medical Centre,31.33509000000,-17.30905000000,Mashonaland Central,Private Hospital,FALSE,UNKNOWN,
PSMI Shashi,31.32199000000,-17.30241000000,Mashonaland Central,Private Hospital,FALSE,UNKNOWN,
Premier Medical Centre,31.33340000000,-17.30767000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
ZNFPC,31.33429000000,-17.31039000000,Mashonaland Central,Family Planning,FALSE,UNKNOWN,
Bindura University,31.33306000000,-17.32484000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Zimbabwe Prison Services,31.32640000000,-17.29262000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Manga,31.25575000000,-16.88900000000,Mashonaland Central,UNKNOWN,FALSE,UNKNOWN,
Katanya,31.38008000000,-16.86920000000,Mashonaland Central,Rural Health Centre,FALSE,UNKNOWN,
Takunda ,31.15220000000,-17.23160000000,Mashonaland Central,Rural Health Centre,FALSE,UNKNOWN,
Busce ,31.33300000000,-17.32490000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Glamorgan,31.42360000000,-17.43940000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Binga,27.32666969300,-17.63944000000,Matebeleland North,District Hospital,FALSE,UNKNOWN,
Chinego,28.07500076290,-17.19472000000,Matebeleland North,Clinic,FALSE,UNKNOWN,
Chinego,28.07500076290,-17.19472000000,Matebeleland North,Clinic,FALSE,UNKNOWN,
Kariangwe,27.53499984740,-17.96972000000,Matebeleland North,Clinic,FALSE,UNKNOWN,
Lubimbi,27.19194030760,-17.94944000000,Matebeleland North,Clinic,FALSE,UNKNOWN,
Lusulu,27.86222076420,-18.06833000000,Matebeleland North,Rural Health centre,FALSE,UNKNOWN,
Muchesu,27.68917083740,-17.94778000000,Matebeleland North,Clinic,FALSE,UNKNOWN,
Pashu,27.40056037900,-18.20806000000,Matebeleland North,Rural Health centre,FALSE,UNKNOWN,
Siabuwa,28.04388999940,-17.47472000000,Matebeleland North,Clinic,FALSE,UNKNOWN,
Siansundu,27.21916961670,-17.98333000000,Matebeleland North,Rural Health centre,FALSE,UNKNOWN,
Sikomena,27.65647000000,-18.18549000000,Matebeleland North,Council Clinic(Construction),FALSE,UNKNOWN,
Tinde,27.18206000000,-18.26125000000,Matebeleland North,Rural Health Centre,FALSE,UNKNOWN,
Sinakoma,27.60401000000,-17.69109000000,Matebeleland North,Council Clinic,FALSE,UNKNOWN,
Siabuwa Turn,27.43380000000,-17.69461000000,Matebeleland North,Council Clinic,FALSE,UNKNOWN,
Simatelele,27.25738000000,-17.78883000000,Matebeleland North,Clinic,FALSE,UNKNOWN,
Chibila,27.71811000000,-18.17046000000,Matebeleland North,Council (Construction),FALSE,UNKNOWN,
Siabuzuba,27.43390000000,-17.69480000000,Matebeleland North,clinic,FALSE,UNKNOWN,
Sinasengwe,27.82320000000,-17.56890000000,Matebeleland North,Rural Health Centre,FALSE,UNKNOWN,
Inyathi,28.85610961910,-19.68500000000,Matebeleland North,District Hospital,FALSE,UNKNOWN,
Isabella Mine,28.54944038390,-19.46111000000,Matebeleland North,Mine Clinic,FALSE,UNKNOWN,
Lukala,28.41222000120,-19.26389000000,Matebeleland North,Rural Health Centre,FALSE,UNKNOWN,
Mbembeswana,28.40193939210,-19.33056000000,Matebeleland North,Rural Health Centre,FALSE,UNKNOWN,
PEHO,28.75250053410,-19.80333000000,Matebeleland North,UNKNOWN,FALSE,UNKNOWN,
Sicanda,28.47528076170,-19.33583000000,Matebeleland North,Rural Health Centre,FALSE,UNKNOWN,
Turk Mine,28.79388999940,-19.71306000000,Matebeleland North,Mine Clinic,FALSE,UNKNOWN,
Mdutshane,28.63129000000,-19.47221000000,Matebeleland North,Clinic,FALSE,UNKNOWN,
Balanda,28.51540000000,-19.45220000000,Matebeleland North,Rural Health Centre,FALSE,UNKNOWN,
Majiji,28.34680000000,-19.37740000000,Matebeleland North,Clinic,FALSE,UNKNOWN,
Raafs,28.64630000000,-19.88480000000,Matebeleland North,Rural Health Centre,FALSE,UNKNOWN,
Bangure,31.77325057980,-19.53564000000,Manicaland,Clinic,FALSE,UNKNOWN,
Betera,32.00122070310,-19.37372000000,Manicaland,Rural Health Centre,FALSE,UNKNOWN,
Birchenough,32.33853149410,-19.97181000000,Manicaland,Rural Hospital,FALSE,UNKNOWN,
Buhera,31.43592071530,-19.33897000000,Manicaland,Rural Hospital,FALSE,UNKNOWN,
Chabata,32.15781021120,-19.78603000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chapanduka,32.16894149780,-19.68356000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chapwanya,31.35243988040,-19.17197000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chimbudzi,31.80422019960,-19.47289000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chirozva,32.00093841550,-19.45672000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chiwenga,31.98941993710,-19.23839000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chiweshe,31.88455963130,-19.22269000000,Manicaland,Clinic,FALSE,UNKNOWN,
Dorowa,31.76822090150,-19.05431000000,Manicaland,Clinic,FALSE,UNKNOWN,
Garamwera,31.40218925480,-19.20661000000,Manicaland,Clinic,FALSE,UNKNOWN,
Gombe,31.53335952760,-19.23786000000,Manicaland,Clinic,FALSE,UNKNOWN,
Gunura,32.30699920650,-19.87439000000,Manicaland,Clinic,FALSE,UNKNOWN,
Madzimbashuro,31.65630912780,-19.43503000000,Manicaland,Rural Health Centre,FALSE,UNKNOWN,
Viriri,31.75628089900,-19.40594000000,Manicaland,Clinic,FALSE,UNKNOWN,
Zangama,32.11957931520,-19.56878000000,Manicaland,Rural Health Centre,FALSE,UNKNOWN,
Mombeyarara,31.60378074650,-19.20428000000,Manicaland,Rural Health Centre,FALSE,UNKNOWN,
Mudanda,31.71755981450,-19.39111000000,Manicaland,Clinic,FALSE,UNKNOWN,
Munyanyi,31.73460960390,-19.15669000000,Manicaland,Clinic,FALSE,UNKNOWN,
Murambinda,31.65555953980,-19.26678000000,Manicaland,District Hospital,FALSE,UNKNOWN,
Murwira,31.83353042600,-19.53361000000,Manicaland,Rural Health Centre,FALSE,UNKNOWN,
Mutepfe,31.96869087220,-19.76764000000,Manicaland,Clinic,FALSE,UNKNOWN,
Mutiusinazita,32.06731033330,-19.72489000000,Manicaland,Clinic,FALSE,UNKNOWN,
Muzokomba,31.97167015080,-19.58381000000,Manicaland,Clinic,FALSE,UNKNOWN,
Nerutanga,31.35038948060,-19.28703000000,Manicaland,Clinic,FALSE,UNKNOWN,
Nyashanu,31.53828048710,-19.28339000000,Manicaland,Clinic,FALSE,UNKNOWN,
Rambanapasi,31.65449905400,-19.13994000000,Manicaland,Clinic,FALSE,UNKNOWN,
Mudawose,32.09959000000,-19.47415000000,Manicaland,Clinic,FALSE,UNKNOWN,
Berenyazvidzi,31.73770000000,-19.05373000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chawatama,31.59920000000,-19.13214000000,Manicaland,Rural Health Centre,FALSE,UNKNOWN,
Nyashanu,31.87122000000,-19.28324000000,Manicaland,Rural Hosp,FALSE,UNKNOWN,
Ndyarima,31.70484000000,-19.49465000000,Manicaland,Clinic,FALSE,UNKNOWN,
Maburutse,31.24850000000,-19.24951000000,Manicaland,Clinic,FALSE,UNKNOWN,
Lady Stanley,27.58740000000,-20.00000000000,Manicaland,Mission Hospital,FALSE,UNKNOWN,
Lady Barring,27.32830000000,-19.94806000000,Manicaland,Mission Hospital,FALSE,UNKNOWN,
Brunapeg,28.03306007390,-21.16944000000,Matebeleland South,Mission Hospital,FALSE,UNKNOWN,
Dingumuzi,27.80888938900,-20.50250000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Dombodema,27.62221908570,-20.40417000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Embakwe,27.82110977170,-20.77917000000,Matebeleland South,Mission Hospital,FALSE,UNKNOWN,
Empandeni,27.90278053280,-20.70778000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Hingwe,27.30167007450,-20.14500000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Huwana,27.46556091310,-19.89528000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Ingwizi,27.87083053590,-21.11917000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Madabe,27.75333023070,-20.81444000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Madlambuzi,27.44333076480,-20.15111000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Makhuleka,27.26861000060,-19.90611000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Mambale,28.28471946720,-21.47833000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Marula,28.09361076350,-20.47250000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Matshinge,27.71916961670,-20.21028000000,Matebeleland South,Rural Health Centre,FALSE,UNKNOWN,
Mayobodo,28.15155000000,-21.36330000000,Matebeleland South,Rural Health Centre,FALSE,UNKNOWN,
Ndiweni,27.75082969670,-20.36611000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Ndolwane,27.32832908630,-19.94806000000,Matebeleland South,Rural Health Centre,FALSE,UNKNOWN,
Nswazwi,27.35250091550,-20.39194000000,Matebeleland South,Rural Health Centre,FALSE,UNKNOWN,
Ntoli,27.58749961850,-20.00000000000,Matebeleland South,Rural Health Centre,FALSE,UNKNOWN,
Plumtree,27.80888938900,-20.49667000000,Matebeleland South,District Hospital,FALSE,UNKNOWN,
Sikhatini,27.89916992190,-20.35278000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Solusi,28.16028022770,-20.19278000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Tshitshi,27.74806022640,-21.00333000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Village 13,27.52388954160,-20.39056000000,Matebeleland South,Rural Health Centre,FALSE,UNKNOWN,
Bango,28.13474000000,-21.25769000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Masendu,27.53517000000,-20.13567000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Bezu,27.87091000000,-20.23436000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
SANZUKWI,28.00213000000,-21.10654000000,Matebeleland South,Clinic,FALSE,UNKNOWN,
Chadereka,31.20216941830,-16.16700000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Chawarura,31.11017036440,-16.51850000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
David Nelson,31.11667060850,-16.72950000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Hoya,31.30266952510,-16.35700000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Hwata,30.95999908450,-16.32367000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Machaya,31.16200065610,-16.35067000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Muzarabani,30.89249992370,-16.39250000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
St Alberts,31.26667022710,-16.57083000000,Mashonaland Central,Mission Hospital,FALSE,UNKNOWN,
Chinyani,31.20588000000,-16.58268000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Dambakurima,31.08856000000,-16.14613000000,Mashonaland Central,Rural Health Centre,FALSE,UNKNOWN,
Chidikamwedzi,30.96166000000,-16.80012000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
Always ,31.00230000000,-16.67360000000,Mashonaland Central,Clinic,FALSE,UNKNOWN,
BHP,30.43416976930,-18.03611000000,Mashonaland West,Private Clinic,FALSE,UNKNOWN,
Chegutu,30.14944076540,-18.12861000000,Mashonaland West,District Hospital,FALSE,UNKNOWN,
Chegutu DC,30.14555931090,-18.13611000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Chegutu Urban,30.14193916320,-18.12083000000,Mashonaland West,Municipality-clinic,FALSE,UNKNOWN,
Chibero,30.66139030460,-18.09583000000,Mashonaland West,Clinic,FALSE,UNKNOWN,
Chikara,30.70000076290,-18.47028000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Chikwava,30.76972007750,-18.45056000000,Mashonaland West,Private Clinic,FALSE,UNKNOWN,
Chivero,30.60416984560,-18.17944000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
David Whitehead,30.12888908390,-18.14167000000,Mashonaland West,Private Clinic,FALSE,UNKNOWN,
Doribwe,30.28083038330,-17.94361000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Gora,30.72999954220,-18.42417000000,Mashonaland West,Rural Health Centre,FALSE,UNKNOWN,
Helenadrof,30.67610931400,-17.87361000000,Mashonaland West,Clinic,FALSE,UNKNOWN,
Hunyani,30.70000076290,-17.85778000000,Mashonaland West,Private Clinic,FALSE,UNKNOWN,
Katangautano,30.66832923890,-17.88250000000,Mashonaland West,Municipality,FALSE,UNKNOWN,
Watyoka,30.68638992310,-18.32444000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Mbuyanehanda,30.21582984920,-17.92139000000,Mashonaland West,Rural Health Centre,FALSE,UNKNOWN,
Mhondoro,30.58860969540,-18.31833000000,Mashonaland West,Rural Hospital,FALSE,UNKNOWN,
Mhondoro North,30.69388961790,-18.16944000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Monera,30.73193931580,-18.11389000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Msengezi,30.10250091550,-17.94944000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Msengezi,30.32305908200,-17.94944000000,Mashonaland West,Mission Hospital,FALSE,UNKNOWN,
Mupawose,30.50250053410,-18.48056000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Musinami,30.49888992310,-18.30306000000,Mashonaland West,Rural Health Centre,FALSE,UNKNOWN,
Norton,30.68750000000,-17.88694000000,Mashonaland West,Municipality,FALSE,UNKNOWN,
Pfupajena,30.13582992550,-18.12444000000,Mashonaland West,Municipality-clinic,FALSE,UNKNOWN,
Rwizi,30.63055992130,-18.44833000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Sandringham,30.66167068480,-18.08361000000,Mashonaland West,Mission Clinic,FALSE,UNKNOWN,
Selous,30.44861030580,-18.06861000000,Mashonaland West,Council Clinic,FALSE,UNKNOWN,
Suri-Suri,29.97694015500,-18.15806000000,Mashonaland West,Airforce-clinic,FALSE,UNKNOWN,
Brunswick,30.04442000000,-18.22281000000,Mashonaland West,Clinic,FALSE,UNKNOWN,
Homedale,30.48453000000,-18.18780000000,Mashonaland West,Clinic,FALSE,UNKNOWN,
Shamrock,29.97025000000,-17.90262000000,Mashonaland West,Under Construction,FALSE,UNKNOWN,
Lizmore,29.96793000000,-18.02337000000,Mashonaland West,Clinic,FALSE,UNKNOWN,
Elvington Clinic,30.13703000000,-18.02175000000,Mashonaland West,Gold Mine Clinic,FALSE,UNKNOWN,
Bvumbura,31.27388954160,-19.13572000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Chambara,31.00464057920,-18.86886000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Chivhu,30.90271949770,-19.01814000000,Mashonaland East,General Hospital,FALSE,UNKNOWN,
Chivhu,30.90644073490,-19.00511000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Daramombe,31.32369041440,-19.10703000000,Mashonaland East,Mission Clinic,FALSE,UNKNOWN,
Gandachibvuva,31.43643951420,-19.10203000000,Mashonaland East,Mission Hospital,FALSE,UNKNOWN,
Gandami,31.26761054990,-18.72261000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Gokomere,31.35333061220,-19.05353000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Lancashire,31.15356063840,-19.18906000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Madamombe,31.10038948060,-19.11844000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Masasa,31.25441932680,-18.90750000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Wazvaremaka,31.23793983460,-19.00200000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Wiltshire,31.17144012450,-18.87272000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Mbiru,31.20158004760,-18.95808000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Mufudziwakanaka,31.60444068910,-18.84150000000,Mashonaland East,Rural Health Centre,FALSE,UNKNOWN,
Murezi,31.05356025700,-19.20133000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Mushipe,31.68363952640,-19.02072000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Musuma,31.51968955990,-19.15311000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Mutoro,31.08382987980,-18.85592000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Mwerahari,31.23664093020,-19.05522000000,Mashonaland East,Mission Clinic,FALSE,UNKNOWN,
Nhangabwe,31.50555992130,-18.85081000000,Mashonaland East,Rural Health Centre,FALSE,UNKNOWN,
Nharira,31.17119026180,-19.07433000000,Mashonaland East,Rural Hospital,FALSE,UNKNOWN,
Nyamhere,31.00374984740,-18.81919000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Popoteke,31.52386093140,-19.06781000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Range,31.00064086910,-19.02097000000,Mashonaland East,Rural Hospital,FALSE,UNKNOWN,
Rutanhira,31.41953086850,-18.75014000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Sadza,31.40797042850,-18.83706000000,Mashonaland East,District Hospital,FALSE,UNKNOWN,
Shumba,31.56767082210,-18.92444000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Unyetu,31.30097007750,-18.97331000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
St Francis of Assisi,31.11675000000,-19.10157000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Chivu Prison,30.89779000000,-19.01863000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Tavara,30.71906000000,-18.80102000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
ZRP,30.88971000000,-19.02226000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Chivhu,30.90650000000,-19.00511000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
Manyene ,30.99540000000,-18.86420000000,Mashonaland East,Clinic,FALSE,UNKNOWN,
ARDA Rusitu,32.78583145140,-20.03472000000,Manicaland,Clinic,FALSE,UNKNOWN,
Biriwiri,32.67343902590,-19.79031000000,Manicaland,Mission Hospital,FALSE,UNKNOWN,
Bumba,32.63581085210,-19.65556000000,Manicaland,Rural Health Centre,FALSE,UNKNOWN,
Cashel,32.78836059570,-19.54161000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chakohwa,32.51755905150,-19.55397000000,Manicaland,Clinic,FALSE,UNKNOWN,
Changazi,32.47256088260,-19.93394000000,Manicaland,Rural Health Centre,FALSE,UNKNOWN,
Charter,32.80675125120,-19.83536000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chayamiti,32.55456161500,-19.66983000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chikukwa,32.93732833860,-19.72056000000,Manicaland,Rural Health Centre,FALSE,UNKNOWN,
Chikwakwa,32.57313919070,-19.85436000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chisengu,32.88586044310,-19.90414000000,Manicaland,Clinic,FALSE,UNKNOWN,
Gudyanga,32.40428161620,-19.86911000000,Manicaland,Clinic,FALSE,UNKNOWN,
Gwindingwe,32.65383148190,-19.93850000000,Manicaland,Clinic,FALSE,UNKNOWN,
Martin,32.93402862550,-19.76719000000,Manicaland,Clinic,FALSE,UNKNOWN,
Mhakwe,32.63478088380,-19.82197000000,Manicaland,Clinic,FALSE,UNKNOWN,
Muchadziya,32.94860839840,-20.01139000000,Manicaland,Clinic,FALSE,UNKNOWN,
Mutambara,32.68603134160,-19.53492000000,Manicaland,Acting District Hospital,FALSE,UNKNOWN,
Mutsvangwa,32.91249847410,-20.07528000000,Manicaland,Clinic,FALSE,UNKNOWN,
Ngorima,32.85749816890,-20.05167000000,Manicaland,Clinic,FALSE,UNKNOWN,
Nyahode,32.82271957400,-19.94106000000,Manicaland,Clinic,FALSE,UNKNOWN,
Nyanyadzi,32.42192077640,-19.78694000000,Manicaland,Rural Hospital,FALSE,UNKNOWN,
Roscommon,32.81055831910,-20.02167000000,Manicaland,Clinic,FALSE,UNKNOWN,
Rusitu,32.86471939090,-20.03361000000,Manicaland,Mission Clinic,FALSE,UNKNOWN,
Shinja,32.60668945310,-19.75481000000,Manicaland,Clinic,FALSE,UNKNOWN,
Tarka,32.93761062620,-19.97231000000,Manicaland,Clinic,FALSE,UNKNOWN,
Tilbury,32.97296905520,-19.90747000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chimanimani Hospital,32.85760000000,-19.81937000000,Manicaland,Rural Hosp,FALSE,UNKNOWN,
ARDA Estates,32.23221969600,-20.87639000000,Manicaland,Clinic,FALSE,UNKNOWN,
ARDA-Mid-Save,32.37889099120,-20.05167000000,Manicaland,Clinic,FALSE,UNKNOWN,
Checheche,32.61000061040,-20.03722000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chibuwe,32.30083084110,-20.46417000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chikore,32.49777984620,-20.43694000000,Manicaland,Mission Hospital,FALSE,UNKNOWN,
Chinyamukwaka,32.36082839970,-20.91722000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chipangayi,32.35332870480,-20.26306000000,Manicaland,Clinic,FALSE,UNKNOWN,
Chipinge,32.61917114260,-20.19583000000,Manicaland,District Hospital,FALSE,UNKNOWN,
